staff_id,customer_id,batch_id,ingestion_timestamp,order_id,order_status,order_timestamp,payment_mode,source_file,store_id,order_sk,order_date,order_hour,order_month,order_day,order_weekday,week_of_year,quarter,financial_year,peak_hour_flag,weekend_flag,meal_period,silver_processed_at
ST006,C0015,20260603,2026-06-03T17:39:04.695883,O00055,Completed,2026-06-03 13:51:50.100000+00:00,Cash,orders_S002_20260603.json,S002,S002_O00055,2026-06-03,13,6,3,Wednesday,23,2,2026-2027,Off-Peak,Weekday,Lunch,2026-06-03T17:41:50.872Z
ST013,C0445,20260603,2026-06-03T17:39:04.695883,O00056,Completed,2026-06-03 13:41:59.100000+00:00,Cash,orders_S002_20260603.json,S002,S002_O00056,2026-06-03,13,6,3,Wednesday,23,2,2026-2027,Off-Peak,Weekday,Lunch,2026-06-03T17:41:50.872Z
ST008,C0151,20260603,2026-06-03T17:39:04.695883,O00058,Completed,2026-06-03 11:12:41.100000+00:00,UPI,orders_S002_20260603.json,S002,S002_O00058,2026-06-03,11,6,3,Wednesday,23,2,2026-2027,Off-Peak,Weekday,Breakfast,2026-06-03T17:41:50.872Z
ST003,C0076,20260603,2026-06-03T17:39:04.695883,O00070,Completed,2026-06-03 17:20:25.100000+00:00,Card,orders_S002_20260603.json,S002,S002_O00070,2026-06-03,17,6,3,Wednesday,23,2,2026-2027,Off-Peak,Weekday,Dinner,2026-06-03T17:41:50.872Z
ST008,C0033,20260603,2026-06-03T17:39:04.695883,O00071,Completed,2026-06-03 17:10:00.100000+00:00,UPI,orders_S002_20260603.json,S002,S002_O00071,2026-06-03,17,6,3,Wednesday,23,2,2026-2027,Off-Peak,Weekday,Dinner,2026-06-03T17:41:50.872Z
ST011,C0048,20260603,2026-06-03T17:39:04.695883,O00076,Completed,2026-06-03 14:04:05.100000+00:00,Cash,orders_S002_20260603.json,S002,S002_O00076,2026-06-03,14,6,3,Wednesday,23,2,2026-2027,Off-Peak,Weekday,Lunch,2026-06-03T17:41:50.872Z
ST003,C0256,20260603,2026-06-03T17:39:04.695883,O00082,Completed,2026-06-03 13:36:23.100000+00:00,Card,orders_S002_20260603.json,S002,S002_O00082,2026-06-03,13,6,3,Wednesday,23,2,2026-2027,Off-Peak,Weekday,Lunch,2026-06-03T17:41:50.872Z
ST004,C0246,20260603,2026-06-03T17:39:04.695883,O00085,Completed,2026-06-03 11:58:57.100000+00:00,UPI,orders_S002_20260603.json,S002,S002_O00085,2026-06-03,11,6,3,Wednesday,23,2,2026-2027,Off-Peak,Weekday,Breakfast,2026-06-03T17:41:50.872Z
ST004,C0029,20260603,2026-06-03T17:39:04.695883,O00089,Completed,2026-06-03 13:47:12.100000+00:00,Cash,orders_S002_20260603.json,S002,S002_O00089,2026-06-03,13,6,3,Wednesday,23,2,2026-2027,Off-Peak,Weekday,Lunch,2026-06-03T17:41:50.872Z
ST001,C0435,20260603,2026-06-03T17:39:04.695883,O00090,Completed,2026-06-03 16:22:45.100000+00:00,Cash,orders_S002_20260603.json,S002,S002_O00090,2026-06-03,16,6,3,Wednesday,23,2,2026-2027,Off-Peak,Weekday,Snack,2026-06-03T17:41:50.872Z
ST004,C0447,20260603,2026-06-03T17:39:04.695883,O00091,Completed,2026-06-03 12:14:38.100000+00:00,Cash,orders_S002_20260603.json,S002,S002_O00091,2026-06-03,12,6,3,Wednesday,23,2,2026-2027,Off-Peak,Weekday,Lunch,2026-06-03T17:41:50.872Z
ST014,C0121,20260603,2026-06-03T17:39:04.695883,O00092,Completed,2026-06-03 10:29:16.100000+00:00,UPI,orders_S002_20260603.json,S002,S002_O00092,2026-06-03,10,6,3,Wednesday,23,2,2026-2027,Off-Peak,Weekday,Breakfast,2026-06-03T17:41:50.872Z
ST015,C0369,20260603,2026-06-03T17:39:04.695883,O00094,Completed,2026-06-03 14:02:52.100000+00:00,UPI,orders_S002_20260603.json,S002,S002_O00094,2026-06-03,14,6,3,Wednesday,23,2,2026-2027,Off-Peak,Weekday,Lunch,2026-06-03T17:41:50.872Z
ST011,C0192,20260603,2026-06-03T17:39:04.695883,O00100,Completed,2026-06-03 14:22:23.100000+00:00,UPI,orders_S002_20260603.json,S002,S002_O00100,2026-06-03,14,6,3,Wednesday,23,2,2026-2027,Off-Peak,Weekday,Lunch,2026-06-03T17:41:50.872Z
ST014,C0240,20260603,2026-06-03T17:39:04.695883,O00102,Completed,2026-06-03 14:52:14.100000+00:00,Card,orders_S002_20260603.json,S002,S002_O00102,2026-06-03,14,6,3,Wednesday,23,2,2026-2027,Off-Peak,Weekday,Lunch,2026-06-03T17:41:50.872Z
ST004,C0364,20260603,2026-06-03T17:39:04.695883,O00104,Completed,2026-06-03 14:22:24.100000+00:00,Card,orders_S002_20260603.json,S002,S002_O00104,2026-06-03,14,6,3,Wednesday,23,2,2026-2027,Off-Peak,Weekday,Lunch,2026-06-03T17:41:50.872Z
ST009,C0053,20260603,2026-06-03T17:39:04.695883,O00105,Completed,2026-06-03 12:08:35.100000+00:00,UPI,orders_S002_20260603.json,S002,S002_O00105,2026-06-03,12,6,3,Wednesday,23,2,2026-2027,Off-Peak,Weekday,Lunch,2026-06-03T17:41:50.872Z
ST011,C0029,20260603,2026-06-03T17:39:04.695883,O00109,Completed,2026-06-03 17:09:03.100000+00:00,UPI,orders_S002_20260603.json,S002,S002_O00109,2026-06-03,17,6,3,Wednesday,23,2,2026-2027,Off-Peak,Weekday,Dinner,2026-06-03T17:41:50.872Z
ST004,C0051,20260603,2026-06-03T17:39:04.695883,O00110,Completed,2026-06-03 16:20:59.100000+00:00,UPI,orders_S002_20260603.json,S002,S002_O00110,2026-06-03,16,6,3,Wednesday,23,2,2026-2027,Off-Peak,Weekday,Snack,2026-06-03T17:41:50.872Z
ST004,C0315,20260603,2026-06-03T17:39:04.695883,O00116,Completed,2026-06-03 15:21:29.100000+00:00,UPI,orders_S002_20260603.json,S002,S002_O00116,2026-06-03,15,6,3,Wednesday,23,2,2026-2027,Off-Peak,Weekday,Snack,2026-06-03T17:41:50.872Z
ST014,C0004,20260603,2026-06-03T17:39:04.695883,O00119,Completed,2026-06-03 13:04:05.100000+00:00,Card,orders_S002_20260603.json,S002,S002_O00119,2026-06-03,13,6,3,Wednesday,23,2,2026-2027,Off-Peak,Weekday,Lunch,2026-06-03T17:41:50.872Z
ST002,C0206,20260603,2026-06-03T17:39:04.695883,O00124,Completed,2026-06-03 17:41:15.100000+00:00,UPI,orders_S002_20260603.json,S002,S002_O00124,2026-06-03,17,6,3,Wednesday,23,2,2026-2027,Off-Peak,Weekday,Dinner,2026-06-03T17:41:50.872Z
ST003,C0043,20260603,2026-06-03T17:39:04.695883,O00126,Completed,2026-06-03 13:48:11.100000+00:00,Cash,orders_S002_20260603.json,S002,S002_O00126,2026-06-03,13,6,3,Wednesday,23,2,2026-2027,Off-Peak,Weekday,Lunch,2026-06-03T17:41:50.872Z
ST009,C0304,20260603,2026-06-03T17:39:04.695883,O00128,Completed,2026-06-03 15:53:33.100000+00:00,UPI,orders_S002_20260603.json,S002,S002_O00128,2026-06-03,15,6,3,Wednesday,23,2,2026-2027,Off-Peak,Weekday,Snack,2026-06-03T17:41:50.872Z
ST005,C0300,20260603,2026-06-03T17:39:04.695883,O00134,Completed,2026-06-03 13:37:26.100000+00:00,Cash,orders_S002_20260603.json,S002,S002_O00134,2026-06-03,13,6,3,Wednesday,23,2,2026-2027,Off-Peak,Weekday,Lunch,2026-06-03T17:41:50.872Z
ST005,C0141,20260603,2026-06-03T17:39:04.695883,O00136,Completed,2026-06-03 12:12:48.100000+00:00,UPI,orders_S002_20260603.json,S002,S002_O00136,2026-06-03,12,6,3,Wednesday,23,2,2026-2027,Off-Peak,Weekday,Lunch,2026-06-03T17:41:50.872Z
ST012,C0194,20260603,2026-06-03T17:39:04.695883,O00139,Completed,2026-06-03 16:39:32.100000+00:00,Card,orders_S002_20260603.json,S002,S002_O00139,2026-06-03,16,6,3,Wednesday,23,2,2026-2027,Off-Peak,Weekday,Snack,2026-06-03T17:41:50.872Z
ST002,C0321,20260603,2026-06-03T17:39:04.695883,O00145,Completed,2026-06-03 14:52:01.100000+00:00,UPI,orders_S002_20260603.json,S002,S002_O00145,2026-06-03,14,6,3,Wednesday,23,2,2026-2027,Off-Peak,Weekday,Lunch,2026-06-03T17:41:50.872Z
ST002,C0226,20260603,2026-06-03T17:39:04.695883,O00149,Completed,2026-06-03 13:43:01.100000+00:00,Cash,orders_S002_20260603.json,S002,S002_O00149,2026-06-03,13,6,3,Wednesday,23,2,2026-2027,Off-Peak,Weekday,Lunch,2026-06-03T17:41:50.872Z
ST013,C0382,20260603,2026-06-03T17:39:04.695883,O00154,Completed,2026-06-03 13:36:27.100000+00:00,UPI,orders_S002_20260603.json,S002,S002_O00154,2026-06-03,13,6,3,Wednesday,23,2,2026-2027,Off-Peak,Weekday,Lunch,2026-06-03T17:41:50.872Z
ST010,C0281,20260603,2026-06-03T17:39:04.695883,O00157,Completed,2026-06-03 14:35:50.100000+00:00,UPI,orders_S002_20260603.json,S002,S002_O00157,2026-06-03,14,6,3,Wednesday,23,2,2026-2027,Off-Peak,Weekday,Lunch,2026-06-03T17:41:50.872Z
ST006,C0054,20260603,2026-06-03T17:39:04.695883,O00159,Completed,2026-06-03 13:29:30.100000+00:00,Cash,orders_S002_20260603.json,S002,S002_O00159,2026-06-03,13,6,3,Wednesday,23,2,2026-2027,Off-Peak,Weekday,Lunch,2026-06-03T17:41:50.872Z
ST008,C0010,20260603,2026-06-03T17:39:04.695883,O00160,Completed,2026-06-03 17:39:32.100000+00:00,Cash,orders_S002_20260603.json,S002,S002_O00160,2026-06-03,17,6,3,Wednesday,23,2,2026-2027,Off-Peak,Weekday,Dinner,2026-06-03T17:41:50.872Z
ST011,C0192,20260603,2026-06-03T17:39:04.695883,O00162,Completed,2026-06-03 15:05:28.100000+00:00,UPI,orders_S002_20260603.json,S002,S002_O00162,2026-06-03,15,6,3,Wednesday,23,2,2026-2027,Off-Peak,Weekday,Snack,2026-06-03T17:41:50.872Z
ST014,C0081,20260603,2026-06-03T17:39:04.695883,O00164,Completed,2026-06-03 13:14:20.100000+00:00,Card,orders_S002_20260603.json,S002,S002_O00164,2026-06-03,13,6,3,Wednesday,23,2,2026-2027,Off-Peak,Weekday,Lunch,2026-06-03T17:41:50.872Z
ST015,C0171,20260603,2026-06-03T17:39:04.695883,O00166,Completed,2026-06-03 11:12:26.100000+00:00,Card,orders_S002_20260603.json,S002,S002_O00166,2026-06-03,11,6,3,Wednesday,23,2,2026-2027,Off-Peak,Weekday,Breakfast,2026-06-03T17:41:50.872Z
ST006,C0063,20260603,2026-06-03T17:39:04.695883,O00168,Completed,2026-06-03 17:15:30.100000+00:00,Cash,orders_S002_20260603.json,S002,S002_O00168,2026-06-03,17,6,3,Wednesday,23,2,2026-2027,Off-Peak,Weekday,Dinner,2026-06-03T17:41:50.872Z
ST015,C0010,20260603,2026-06-03T17:39:04.695883,O00170,Completed,2026-06-03 12:37:32.100000+00:00,Card,orders_S002_20260603.json,S002,S002_O00170,2026-06-03,12,6,3,Wednesday,23,2,2026-2027,Off-Peak,Weekday,Lunch,2026-06-03T17:41:50.872Z
ST015,C0363,20260603,2026-06-03T17:39:04.695883,O00172,Completed,2026-06-03 12:11:10.100000+00:00,Cash,orders_S002_20260603.json,S002,S002_O00172,2026-06-03,12,6,3,Wednesday,23,2,2026-2027,Off-Peak,Weekday,Lunch,2026-06-03T17:41:50.872Z
ST008,C0057,20260603,2026-06-03T17:39:04.695883,O00173,Completed,2026-06-03 17:12:42.100000+00:00,Cash,orders_S002_20260603.json,S002,S002_O00173,2026-06-03,17,6,3,Wednesday,23,2,2026-2027,Off-Peak,Weekday,Dinner,2026-06-03T17:41:50.872Z
ST004,C0116,20260603,2026-06-03T17:39:04.695883,O00179,Completed,2026-06-03 11:17:22.100000+00:00,UPI,orders_S002_20260603.json,S002,S002_O00179,2026-06-03,11,6,3,Wednesday,23,2,2026-2027,Off-Peak,Weekday,Breakfast,2026-06-03T17:41:50.872Z
ST003,C0321,20260603,2026-06-03T17:39:04.695883,O00182,Completed,2026-06-03 13:00:00.100000+00:00,UPI,orders_S002_20260603.json,S002,S002_O00182,2026-06-03,13,6,3,Wednesday,23,2,2026-2027,Off-Peak,Weekday,Lunch,2026-06-03T17:41:50.872Z
ST015,C0314,20260603,2026-06-03T17:39:04.695883,O00183,Completed,2026-06-03 10:33:27.100000+00:00,Cash,orders_S002_20260603.json,S002,S002_O00183,2026-06-03,10,6,3,Wednesday,23,2,2026-2027,Off-Peak,Weekday,Breakfast,2026-06-03T17:41:50.872Z
ST004,C0278,20260603,2026-06-03T17:39:04.695883,O00187,Completed,2026-06-03 16:16:09.100000+00:00,Cash,orders_S002_20260603.json,S002,S002_O00187,2026-06-03,16,6,3,Wednesday,23,2,2026-2027,Off-Peak,Weekday,Snack,2026-06-03T17:41:50.872Z
ST007,C0208,20260603,2026-06-03T17:39:04.695883,O00188,Completed,2026-06-03 16:34:05.100000+00:00,Cash,orders_S002_20260603.json,S002,S002_O00188,2026-06-03,16,6,3,Wednesday,23,2,2026-2027,Off-Peak,Weekday,Snack,2026-06-03T17:41:50.872Z
ST004,C0371,20260603,2026-06-03T17:39:04.695883,O00189,Completed,2026-06-03 17:06:57.100000+00:00,UPI,orders_S002_20260603.json,S002,S002_O00189,2026-06-03,17,6,3,Wednesday,23,2,2026-2027,Off-Peak,Weekday,Dinner,2026-06-03T17:41:50.872Z
ST009,C0022,20260603,2026-06-03T17:39:04.695883,O00190,Completed,2026-06-03 13:23:43.100000+00:00,UPI,orders_S002_20260603.json,S002,S002_O00190,2026-06-03,13,6,3,Wednesday,23,2,2026-2027,Off-Peak,Weekday,Lunch,2026-06-03T17:41:50.872Z
ST007,C0290,20260603,2026-06-03T17:39:04.695883,O00195,Completed,2026-06-03 15:37:40.100000+00:00,Cash,orders_S002_20260603.json,S002,S002_O00195,2026-06-03,15,6,3,Wednesday,23,2,2026-2027,Off-Peak,Weekday,Snack,2026-06-03T17:41:50.872Z
ST014,C0071,20260603,2026-06-03T17:39:04.695883,O00196,Completed,2026-06-03 14:31:38.100000+00:00,Cash,orders_S002_20260603.json,S002,S002_O00196,2026-06-03,14,6,3,Wednesday,23,2,2026-2027,Off-Peak,Weekday,Lunch,2026-06-03T17:41:50.872Z
ST003,C0020,20260603,2026-06-03T17:39:04.695883,O00198,Completed,2026-06-03 15:19:46.100000+00:00,Cash,orders_S002_20260603.json,S002,S002_O00198,2026-06-03,15,6,3,Wednesday,23,2,2026-2027,Off-Peak,Weekday,Snack,2026-06-03T17:41:50.872Z
ST010,C0180,20260603,2026-06-03T17:39:04.695883,O00199,Completed,2026-06-03 12:50:59.100000+00:00,Card,orders_S002_20260603.json,S002,S002_O00199,2026-06-03,12,6,3,Wednesday,23,2,2026-2027,Off-Peak,Weekday,Lunch,2026-06-03T17:41:50.872Z
ST004,C0421,20260603,2026-06-03T17:39:04.695883,O00200,Completed,2026-06-03 14:45:27.100000+00:00,UPI,orders_S002_20260603.json,S002,S002_O00200,2026-06-03,14,6,3,Wednesday,23,2,2026-2027,Off-Peak,Weekday,Lunch,2026-06-03T17:41:50.872Z
ST007,C0069,20260603,2026-06-03T17:39:04.695883,O00201,Completed,2026-06-03 12:51:00.100000+00:00,UPI,orders_S002_20260603.json,S002,S002_O00201,2026-06-03,12,6,3,Wednesday,23,2,2026-2027,Off-Peak,Weekday,Lunch,2026-06-03T17:41:50.872Z
ST002,C0284,20260603,2026-06-03T17:39:04.695883,O00204,Completed,2026-06-03 17:03:00.100000+00:00,Cash,orders_S002_20260603.json,S002,S002_O00204,2026-06-03,17,6,3,Wednesday,23,2,2026-2027,Off-Peak,Weekday,Dinner,2026-06-03T17:41:50.872Z
ST006,C0330,20260603,2026-06-03T17:39:04.695883,O00208,Completed,2026-06-03 17:29:49.100000+00:00,UPI,orders_S002_20260603.json,S002,S002_O00208,2026-06-03,17,6,3,Wednesday,23,2,2026-2027,Off-Peak,Weekday,Dinner,2026-06-03T17:41:50.872Z
ST002,C0037,20260603,2026-06-03T17:39:04.695883,O00212,Completed,2026-06-03 17:12:16.100000+00:00,UPI,orders_S002_20260603.json,S002,S002_O00212,2026-06-03,17,6,3,Wednesday,23,2,2026-2027,Off-Peak,Weekday,Dinner,2026-06-03T17:41:50.872Z
ST013,C0189,20260603,2026-06-03T17:39:04.695883,O00213,Completed,2026-06-03 17:27:43.100000+00:00,UPI,orders_S002_20260603.json,S002,S002_O00213,2026-06-03,17,6,3,Wednesday,23,2,2026-2027,Off-Peak,Weekday,Dinner,2026-06-03T17:41:50.872Z
ST001,C0298,20260603,2026-06-03T17:39:04.695883,O00221,Completed,2026-06-03 13:11:52.100000+00:00,UPI,orders_S002_20260603.json,S002,S002_O00221,2026-06-03,13,6,3,Wednesday,23,2,2026-2027,Off-Peak,Weekday,Lunch,2026-06-03T17:41:50.872Z
ST011,C0155,20260603,2026-06-03T17:39:04.695883,O00222,Completed,2026-06-03 16:04:12.100000+00:00,UPI,orders_S002_20260603.json,S002,S002_O00222,2026-06-03,16,6,3,Wednesday,23,2,2026-2027,Off-Peak,Weekday,Snack,2026-06-03T17:41:50.872Z
ST011,C0182,20260603,2026-06-03T17:39:04.695883,O00224,Completed,2026-06-03 16:34:05.100000+00:00,UPI,orders_S002_20260603.json,S002,S002_O00224,2026-06-03,16,6,3,Wednesday,23,2,2026-2027,Off-Peak,Weekday,Snack,2026-06-03T17:41:50.872Z
ST002,C0114,20260603,2026-06-03T17:39:04.695883,O00226,Completed,2026-06-03 13:53:27.100000+00:00,UPI,orders_S002_20260603.json,S002,S002_O00226,2026-06-03,13,6,3,Wednesday,23,2,2026-2027,Off-Peak,Weekday,Lunch,2026-06-03T17:41:50.872Z
ST007,C0002,20260603,2026-06-03T17:39:04.695883,O00231,Completed,2026-06-03 12:04:37.100000+00:00,UPI,orders_S002_20260603.json,S002,S002_O00231,2026-06-03,12,6,3,Wednesday,23,2,2026-2027,Off-Peak,Weekday,Lunch,2026-06-03T17:41:50.872Z
ST009,C0081,20260603,2026-06-03T17:39:04.695883,O00232,Completed,2026-06-03 17:20:42.100000+00:00,Cash,orders_S002_20260603.json,S002,S002_O00232,2026-06-03,17,6,3,Wednesday,23,2,2026-2027,Off-Peak,Weekday,Dinner,2026-06-03T17:41:50.872Z
ST001,C0373,20260603,2026-06-03T17:39:04.695883,O00234,Completed,2026-06-03 12:30:00.100000+00:00,Card,orders_S002_20260603.json,S002,S002_O00234,2026-06-03,12,6,3,Wednesday,23,2,2026-2027,Off-Peak,Weekday,Lunch,2026-06-03T17:41:50.872Z
ST002,C0084,20260603,2026-06-03T17:39:04.695883,O00235,Completed,2026-06-03 12:11:02.100000+00:00,UPI,orders_S002_20260603.json,S002,S002_O00235,2026-06-03,12,6,3,Wednesday,23,2,2026-2027,Off-Peak,Weekday,Lunch,2026-06-03T17:41:50.872Z
ST002,C0036,20260603,2026-06-03T17:39:04.695883,O00240,Completed,2026-06-03 12:17:51.100000+00:00,Card,orders_S002_20260603.json,S002,S002_O00240,2026-06-03,12,6,3,Wednesday,23,2,2026-2027,Off-Peak,Weekday,Lunch,2026-06-03T17:41:50.872Z
ST012,C0053,20260603,2026-06-03T17:39:04.695883,O00242,Completed,2026-06-03 17:10:19.100000+00:00,UPI,orders_S002_20260603.json,S002,S002_O00242,2026-06-03,17,6,3,Wednesday,23,2,2026-2027,Off-Peak,Weekday,Dinner,2026-06-03T17:41:50.872Z
ST009,C0406,20260603,2026-06-03T17:39:04.695883,O00243,Completed,2026-06-03 12:50:38.100000+00:00,Cash,orders_S002_20260603.json,S002,S002_O00243,2026-06-03,12,6,3,Wednesday,23,2,2026-2027,Off-Peak,Weekday,Lunch,2026-06-03T17:41:50.872Z
ST013,C0061,20260603,2026-06-03T17:39:04.695883,O00245,Completed,2026-06-03 12:23:19.100000+00:00,UPI,orders_S002_20260603.json,S002,S002_O00245,2026-06-03,12,6,3,Wednesday,23,2,2026-2027,Off-Peak,Weekday,Lunch,2026-06-03T17:41:50.872Z
ST005,C0079,20260603,2026-06-03T17:39:04.695883,O00246,Completed,2026-06-03 13:44:42.100000+00:00,Card,orders_S002_20260603.json,S002,S002_O00246,2026-06-03,13,6,3,Wednesday,23,2,2026-2027,Off-Peak,Weekday,Lunch,2026-06-03T17:41:50.872Z
ST009,C0398,20260603,2026-06-03T17:39:04.695883,O00249,Completed,2026-06-03 11:35:43.100000+00:00,UPI,orders_S002_20260603.json,S002,S002_O00249,2026-06-03,11,6,3,Wednesday,23,2,2026-2027,Off-Peak,Weekday,Breakfast,2026-06-03T17:41:50.872Z
ST010,C0247,20260603,2026-06-03T17:39:04.695883,O00252,Completed,2026-06-03 16:47:53.100000+00:00,UPI,orders_S002_20260603.json,S002,S002_O00252,2026-06-03,16,6,3,Wednesday,23,2,2026-2027,Off-Peak,Weekday,Snack,2026-06-03T17:41:50.872Z
