order_id,product_id,batch_id,ingestion_timestamp,line_amount,quantity,source_file,store_id,unit_price,order_item_sk,silver_processed_at
O00010,P020,20260603,2026-06-03T17:39:02.237833,199.0,1,order_items_S004_20260603.json,S004,199.0,S004_O00010_P020,2026-06-03T17:41:55.922Z
O00011,P001,20260603,2026-06-03T17:39:02.237833,897.0,3,order_items_S004_20260603.json,S004,299.0,S004_O00011_P001,2026-06-03T17:41:55.922Z
O00011,P007,20260603,2026-06-03T17:39:02.237833,120.0,2,order_items_S004_20260603.json,S004,60.0,S004_O00011_P007,2026-06-03T17:41:55.922Z
O00012,P002,20260603,2026-06-03T17:39:02.237833,399.0,1,order_items_S004_20260603.json,S004,399.0,S004_O00012_P002,2026-06-03T17:41:55.922Z
O00012,P004,20260603,2026-06-03T17:39:02.237833,1347.0,3,order_items_S004_20260603.json,S004,449.0,S004_O00012_P004,2026-06-03T17:41:55.922Z
O00012,P006,20260603,2026-06-03T17:39:02.237833,199.0,1,order_items_S004_20260603.json,S004,199.0,S004_O00012_P006,2026-06-03T17:41:55.922Z
O00013,P007,20260603,2026-06-03T17:39:02.237833,180.0,3,order_items_S004_20260603.json,S004,60.0,S004_O00013_P007,2026-06-03T17:41:55.922Z
O00013,P008,20260603,2026-06-03T17:39:02.237833,120.0,2,order_items_S004_20260603.json,S004,60.0,S004_O00013_P008,2026-06-03T17:41:55.922Z
O00014,P001,20260603,2026-06-03T17:39:02.237833,598.0,2,order_items_S004_20260603.json,S004,299.0,S004_O00014_P001,2026-06-03T17:41:55.922Z
O00014,P004,20260603,2026-06-03T17:39:02.237833,1347.0,3,order_items_S004_20260603.json,S004,449.0,S004_O00014_P004,2026-06-03T17:41:55.922Z
O00014,P008,20260603,2026-06-03T17:39:02.237833,180.0,3,order_items_S004_20260603.json,S004,60.0,S004_O00014_P008,2026-06-03T17:41:55.922Z
O00014,P014,20260603,2026-06-03T17:39:02.237833,179.0,1,order_items_S004_20260603.json,S004,179.0,S004_O00014_P014,2026-06-03T17:41:55.922Z
O00015,P002,20260603,2026-06-03T17:39:02.237833,399.0,1,order_items_S004_20260603.json,S004,399.0,S004_O00015_P002,2026-06-03T17:41:55.922Z
O00015,P007,20260603,2026-06-03T17:39:02.237833,180.0,3,order_items_S004_20260603.json,S004,60.0,S004_O00015_P007,2026-06-03T17:41:55.922Z
O00016,P010,20260603,2026-06-03T17:39:02.237833,129.0,1,order_items_S004_20260603.json,S004,129.0,S004_O00016_P010,2026-06-03T17:41:55.922Z
O00016,P017,20260603,2026-06-03T17:39:02.237833,447.0,3,order_items_S004_20260603.json,S004,149.0,S004_O00016_P017,2026-06-03T17:41:55.922Z
O00017,P012,20260603,2026-06-03T17:39:02.237833,147.0,3,order_items_S004_20260603.json,S004,49.0,S004_O00017_P012,2026-06-03T17:41:55.922Z
O00017,P016,20260603,2026-06-03T17:39:02.237833,299.0,1,order_items_S004_20260603.json,S004,299.0,S004_O00017_P016,2026-06-03T17:41:55.922Z
O00017,P020,20260603,2026-06-03T17:39:02.237833,199.0,1,order_items_S004_20260603.json,S004,199.0,S004_O00017_P020,2026-06-03T17:41:55.922Z
O00018,P001,20260603,2026-06-03T17:39:02.237833,598.0,2,order_items_S004_20260603.json,S004,299.0,S004_O00018_P001,2026-06-03T17:41:55.922Z
O00018,P003,20260603,2026-06-03T17:39:02.237833,1497.0,3,order_items_S004_20260603.json,S004,499.0,S004_O00018_P003,2026-06-03T17:41:55.922Z
O00018,P011,20260603,2026-06-03T17:39:02.237833,338.0,2,order_items_S004_20260603.json,S004,169.0,S004_O00018_P011,2026-06-03T17:41:55.922Z
O00020,P001,20260603,2026-06-03T17:39:02.237833,299.0,1,order_items_S004_20260603.json,S004,299.0,S004_O00020_P001,2026-06-03T17:41:55.922Z
O00020,P005,20260603,2026-06-03T17:39:02.237833,447.0,3,order_items_S004_20260603.json,S004,149.0,S004_O00020_P005,2026-06-03T17:41:55.922Z
O00020,P007,20260603,2026-06-03T17:39:02.237833,60.0,1,order_items_S004_20260603.json,S004,60.0,S004_O00020_P007,2026-06-03T17:41:55.922Z
O00020,P015,20260603,2026-06-03T17:39:02.237833,687.0,3,order_items_S004_20260603.json,S004,229.0,S004_O00020_P015,2026-06-03T17:41:55.922Z
O00021,P003,20260603,2026-06-03T17:39:02.237833,998.0,2,order_items_S004_20260603.json,S004,499.0,S004_O00021_P003,2026-06-03T17:41:55.922Z
O00021,P006,20260603,2026-06-03T17:39:02.237833,199.0,1,order_items_S004_20260603.json,S004,199.0,S004_O00021_P006,2026-06-03T17:41:55.922Z
O00021,P013,20260603,2026-06-03T17:39:02.237833,498.0,2,order_items_S004_20260603.json,S004,249.0,S004_O00021_P013,2026-06-03T17:41:55.922Z
O00022,P001,20260603,2026-06-03T17:39:02.237833,897.0,3,order_items_S004_20260603.json,S004,299.0,S004_O00022_P001,2026-06-03T17:41:55.922Z
O00022,P002,20260603,2026-06-03T17:39:02.237833,1197.0,3,order_items_S004_20260603.json,S004,399.0,S004_O00022_P002,2026-06-03T17:41:55.922Z
O00022,P004,20260603,2026-06-03T17:39:02.237833,449.0,1,order_items_S004_20260603.json,S004,449.0,S004_O00022_P004,2026-06-03T17:41:55.922Z
O00022,P007,20260603,2026-06-03T17:39:02.237833,60.0,1,order_items_S004_20260603.json,S004,60.0,S004_O00022_P007,2026-06-03T17:41:55.922Z
O00024,P001,20260603,2026-06-03T17:39:02.237833,299.0,1,order_items_S004_20260603.json,S004,299.0,S004_O00024_P001,2026-06-03T17:41:55.922Z
O00024,P005,20260603,2026-06-03T17:39:02.237833,149.0,1,order_items_S004_20260603.json,S004,149.0,S004_O00024_P005,2026-06-03T17:41:55.922Z
O00025,P001,20260603,2026-06-03T17:39:02.237833,299.0,1,order_items_S004_20260603.json,S004,299.0,S004_O00025_P001,2026-06-03T17:41:55.922Z
O00025,P006,20260603,2026-06-03T17:39:02.237833,199.0,1,order_items_S004_20260603.json,S004,199.0,S004_O00025_P006,2026-06-03T17:41:55.922Z
O00025,P007,20260603,2026-06-03T17:39:02.237833,180.0,3,order_items_S004_20260603.json,S004,60.0,S004_O00025_P007,2026-06-03T17:41:55.922Z
O00025,P012,20260603,2026-06-03T17:39:02.237833,98.0,2,order_items_S004_20260603.json,S004,49.0,S004_O00025_P012,2026-06-03T17:41:55.922Z
O00025,P017,20260603,2026-06-03T17:39:02.237833,298.0,2,order_items_S004_20260603.json,S004,149.0,S004_O00025_P017,2026-06-03T17:41:55.922Z
O00027,P001,20260603,2026-06-03T17:39:02.237833,598.0,2,order_items_S004_20260603.json,S004,299.0,S004_O00027_P001,2026-06-03T17:41:55.922Z
O00027,P002,20260603,2026-06-03T17:39:02.237833,399.0,1,order_items_S004_20260603.json,S004,399.0,S004_O00027_P002,2026-06-03T17:41:55.922Z
O00027,P011,20260603,2026-06-03T17:39:02.237833,169.0,1,order_items_S004_20260603.json,S004,169.0,S004_O00027_P011,2026-06-03T17:41:55.922Z
O00027,P012,20260603,2026-06-03T17:39:02.237833,98.0,2,order_items_S004_20260603.json,S004,49.0,S004_O00027_P012,2026-06-03T17:41:55.922Z
O00027,P013,20260603,2026-06-03T17:39:02.237833,747.0,3,order_items_S004_20260603.json,S004,249.0,S004_O00027_P013,2026-06-03T17:41:55.922Z
O00028,P020,20260603,2026-06-03T17:39:02.237833,398.0,2,order_items_S004_20260603.json,S004,199.0,S004_O00028_P020,2026-06-03T17:41:55.922Z
O00029,P001,20260603,2026-06-03T17:39:02.237833,598.0,2,order_items_S004_20260603.json,S004,299.0,S004_O00029_P001,2026-06-03T17:41:55.922Z
O00029,P005,20260603,2026-06-03T17:39:02.237833,447.0,3,order_items_S004_20260603.json,S004,149.0,S004_O00029_P005,2026-06-03T17:41:55.922Z
O00029,P007,20260603,2026-06-03T17:39:02.237833,120.0,2,order_items_S004_20260603.json,S004,60.0,S004_O00029_P007,2026-06-03T17:41:55.922Z
O00030,P003,20260603,2026-06-03T17:39:02.237833,998.0,2,order_items_S004_20260603.json,S004,499.0,S004_O00030_P003,2026-06-03T17:41:55.922Z
O00031,P008,20260603,2026-06-03T17:39:02.237833,60.0,1,order_items_S004_20260603.json,S004,60.0,S004_O00031_P008,2026-06-03T17:41:55.922Z
O00032,P002,20260603,2026-06-03T17:39:02.237833,1197.0,3,order_items_S004_20260603.json,S004,399.0,S004_O00032_P002,2026-06-03T17:41:55.922Z
O00033,P001,20260603,2026-06-03T17:39:02.237833,299.0,1,order_items_S004_20260603.json,S004,299.0,S004_O00033_P001,2026-06-03T17:41:55.922Z
O00033,P002,20260603,2026-06-03T17:39:02.237833,1197.0,3,order_items_S004_20260603.json,S004,399.0,S004_O00033_P002,2026-06-03T17:41:55.922Z
O00035,P002,20260603,2026-06-03T17:39:02.237833,1197.0,3,order_items_S004_20260603.json,S004,399.0,S004_O00035_P002,2026-06-03T17:41:55.922Z
O00035,P003,20260603,2026-06-03T17:39:02.237833,1497.0,3,order_items_S004_20260603.json,S004,499.0,S004_O00035_P003,2026-06-03T17:41:55.922Z
O00035,P010,20260603,2026-06-03T17:39:02.237833,387.0,3,order_items_S004_20260603.json,S004,129.0,S004_O00035_P010,2026-06-03T17:41:55.922Z
O00036,P005,20260603,2026-06-03T17:39:02.237833,149.0,1,order_items_S004_20260603.json,S004,149.0,S004_O00036_P005,2026-06-03T17:41:55.922Z
O00037,P004,20260603,2026-06-03T17:39:02.237833,898.0,2,order_items_S004_20260603.json,S004,449.0,S004_O00037_P004,2026-06-03T17:41:55.922Z
O00038,P001,20260603,2026-06-03T17:39:02.237833,299.0,1,order_items_S004_20260603.json,S004,299.0,S004_O00038_P001,2026-06-03T17:41:55.922Z
O00038,P002,20260603,2026-06-03T17:39:02.237833,399.0,1,order_items_S004_20260603.json,S004,399.0,S004_O00038_P002,2026-06-03T17:41:55.922Z
O00038,P012,20260603,2026-06-03T17:39:02.237833,49.0,1,order_items_S004_20260603.json,S004,49.0,S004_O00038_P012,2026-06-03T17:41:55.922Z
O00040,P005,20260603,2026-06-03T17:39:02.237833,149.0,1,order_items_S004_20260603.json,S004,149.0,S004_O00040_P005,2026-06-03T17:41:55.922Z
O00040,P018,20260603,2026-06-03T17:39:02.237833,89.0,1,order_items_S004_20260603.json,S004,89.0,S004_O00040_P018,2026-06-03T17:41:55.922Z
O00041,P007,20260603,2026-06-03T17:39:02.237833,60.0,1,order_items_S004_20260603.json,S004,60.0,S004_O00041_P007,2026-06-03T17:41:55.922Z
O00041,P010,20260603,2026-06-03T17:39:02.237833,129.0,1,order_items_S004_20260603.json,S004,129.0,S004_O00041_P010,2026-06-03T17:41:55.922Z
O00042,P001,20260603,2026-06-03T17:39:02.237833,598.0,2,order_items_S004_20260603.json,S004,299.0,S004_O00042_P001,2026-06-03T17:41:55.922Z
O00042,P004,20260603,2026-06-03T17:39:02.237833,449.0,1,order_items_S004_20260603.json,S004,449.0,S004_O00042_P004,2026-06-03T17:41:55.922Z
O00042,P007,20260603,2026-06-03T17:39:02.237833,180.0,3,order_items_S004_20260603.json,S004,60.0,S004_O00042_P007,2026-06-03T17:41:55.922Z
O00042,P008,20260603,2026-06-03T17:39:02.237833,180.0,3,order_items_S004_20260603.json,S004,60.0,S004_O00042_P008,2026-06-03T17:41:55.922Z
O00043,P002,20260603,2026-06-03T17:39:02.237833,399.0,1,order_items_S004_20260603.json,S004,399.0,S004_O00043_P002,2026-06-03T17:41:55.922Z
O00043,P005,20260603,2026-06-03T17:39:02.237833,149.0,1,order_items_S004_20260603.json,S004,149.0,S004_O00043_P005,2026-06-03T17:41:55.922Z
O00044,P003,20260603,2026-06-03T17:39:02.237833,499.0,1,order_items_S004_20260603.json,S004,499.0,S004_O00044_P003,2026-06-03T17:41:55.922Z
O00044,P008,20260603,2026-06-03T17:39:02.237833,60.0,1,order_items_S004_20260603.json,S004,60.0,S004_O00044_P008,2026-06-03T17:41:55.922Z
O00044,P013,20260603,2026-06-03T17:39:02.237833,249.0,1,order_items_S004_20260603.json,S004,249.0,S004_O00044_P013,2026-06-03T17:41:55.922Z
O00045,P002,20260603,2026-06-03T17:39:02.237833,1197.0,3,order_items_S004_20260603.json,S004,399.0,S004_O00045_P002,2026-06-03T17:41:55.922Z
O00045,P004,20260603,2026-06-03T17:39:02.237833,1347.0,3,order_items_S004_20260603.json,S004,449.0,S004_O00045_P004,2026-06-03T17:41:55.922Z
O00045,P009,20260603,2026-06-03T17:39:02.237833,297.0,3,order_items_S004_20260603.json,S004,99.0,S004_O00045_P009,2026-06-03T17:41:55.922Z
O00045,P010,20260603,2026-06-03T17:39:02.237833,258.0,2,order_items_S004_20260603.json,S004,129.0,S004_O00045_P010,2026-06-03T17:41:55.922Z
O00047,P001,20260603,2026-06-03T17:39:02.237833,897.0,3,order_items_S004_20260603.json,S004,299.0,S004_O00047_P001,2026-06-03T17:41:55.922Z
O00047,P004,20260603,2026-06-03T17:39:02.237833,449.0,1,order_items_S004_20260603.json,S004,449.0,S004_O00047_P004,2026-06-03T17:41:55.922Z
O00047,P005,20260603,2026-06-03T17:39:02.237833,298.0,2,order_items_S004_20260603.json,S004,149.0,S004_O00047_P005,2026-06-03T17:41:55.922Z
O00048,P002,20260603,2026-06-03T17:39:02.237833,798.0,2,order_items_S004_20260603.json,S004,399.0,S004_O00048_P002,2026-06-03T17:41:55.922Z
O00048,P011,20260603,2026-06-03T17:39:02.237833,507.0,3,order_items_S004_20260603.json,S004,169.0,S004_O00048_P011,2026-06-03T17:41:55.922Z
O00051,P001,20260603,2026-06-03T17:39:02.237833,598.0,2,order_items_S004_20260603.json,S004,299.0,S004_O00051_P001,2026-06-03T17:41:55.922Z
O00051,P013,20260603,2026-06-03T17:39:02.237833,249.0,1,order_items_S004_20260603.json,S004,249.0,S004_O00051_P013,2026-06-03T17:41:55.922Z
O00053,P002,20260603,2026-06-03T17:39:02.237833,798.0,2,order_items_S004_20260603.json,S004,399.0,S004_O00053_P002,2026-06-03T17:41:55.922Z
O00054,P004,20260603,2026-06-03T17:39:02.237833,898.0,2,order_items_S004_20260603.json,S004,449.0,S004_O00054_P004,2026-06-03T17:41:55.922Z
O00054,P007,20260603,2026-06-03T17:39:02.237833,120.0,2,order_items_S004_20260603.json,S004,60.0,S004_O00054_P007,2026-06-03T17:41:55.922Z
O00054,P008,20260603,2026-06-03T17:39:02.237833,60.0,1,order_items_S004_20260603.json,S004,60.0,S004_O00054_P008,2026-06-03T17:41:55.922Z
O00054,P017,20260603,2026-06-03T17:39:02.237833,149.0,1,order_items_S004_20260603.json,S004,149.0,S004_O00054_P017,2026-06-03T17:41:55.922Z
O00055,P002,20260603,2026-06-03T17:39:02.237833,798.0,2,order_items_S004_20260603.json,S004,399.0,S004_O00055_P002,2026-06-03T17:41:55.922Z
O00055,P009,20260603,2026-06-03T17:39:02.237833,99.0,1,order_items_S004_20260603.json,S004,99.0,S004_O00055_P009,2026-06-03T17:41:55.922Z
O00056,P001,20260603,2026-06-03T17:39:02.237833,299.0,1,order_items_S004_20260603.json,S004,299.0,S004_O00056_P001,2026-06-03T17:41:55.922Z
O00056,P010,20260603,2026-06-03T17:39:02.237833,258.0,2,order_items_S004_20260603.json,S004,129.0,S004_O00056_P010,2026-06-03T17:41:55.922Z
O00056,P016,20260603,2026-06-03T17:39:02.237833,598.0,2,order_items_S004_20260603.json,S004,299.0,S004_O00056_P016,2026-06-03T17:41:55.922Z
O00057,P004,20260603,2026-06-03T17:39:02.237833,1347.0,3,order_items_S004_20260603.json,S004,449.0,S004_O00057_P004,2026-06-03T17:41:55.922Z
O00057,P010,20260603,2026-06-03T17:39:02.237833,129.0,1,order_items_S004_20260603.json,S004,129.0,S004_O00057_P010,2026-06-03T17:41:55.922Z
O00057,P015,20260603,2026-06-03T17:39:02.237833,687.0,3,order_items_S004_20260603.json,S004,229.0,S004_O00057_P015,2026-06-03T17:41:55.922Z
O00058,P004,20260603,2026-06-03T17:39:02.237833,449.0,1,order_items_S004_20260603.json,S004,449.0,S004_O00058_P004,2026-06-03T17:41:55.922Z
O00059,P003,20260603,2026-06-03T17:39:02.237833,998.0,2,order_items_S004_20260603.json,S004,499.0,S004_O00059_P003,2026-06-03T17:41:55.922Z
O00059,P007,20260603,2026-06-03T17:39:02.237833,60.0,1,order_items_S004_20260603.json,S004,60.0,S004_O00059_P007,2026-06-03T17:41:55.922Z
O00059,P008,20260603,2026-06-03T17:39:02.237833,60.0,1,order_items_S004_20260603.json,S004,60.0,S004_O00059_P008,2026-06-03T17:41:55.922Z
O00061,P001,20260603,2026-06-03T17:39:02.237833,598.0,2,order_items_S004_20260603.json,S004,299.0,S004_O00061_P001,2026-06-03T17:41:55.922Z
O00061,P003,20260603,2026-06-03T17:39:02.237833,499.0,1,order_items_S004_20260603.json,S004,499.0,S004_O00061_P003,2026-06-03T17:41:55.922Z
O00061,P013,20260603,2026-06-03T17:39:02.237833,249.0,1,order_items_S004_20260603.json,S004,249.0,S004_O00061_P013,2026-06-03T17:41:55.922Z
O00061,P018,20260603,2026-06-03T17:39:02.237833,89.0,1,order_items_S004_20260603.json,S004,89.0,S004_O00061_P018,2026-06-03T17:41:55.922Z
O00062,P006,20260603,2026-06-03T17:39:02.237833,597.0,3,order_items_S004_20260603.json,S004,199.0,S004_O00062_P006,2026-06-03T17:41:55.922Z
O00062,P012,20260603,2026-06-03T17:39:02.237833,147.0,3,order_items_S004_20260603.json,S004,49.0,S004_O00062_P012,2026-06-03T17:41:55.922Z
O00063,P004,20260603,2026-06-03T17:39:02.237833,898.0,2,order_items_S004_20260603.json,S004,449.0,S004_O00063_P004,2026-06-03T17:41:55.922Z
O00063,P007,20260603,2026-06-03T17:39:02.237833,180.0,3,order_items_S004_20260603.json,S004,60.0,S004_O00063_P007,2026-06-03T17:41:55.922Z
O00064,P002,20260603,2026-06-03T17:39:02.237833,1197.0,3,order_items_S004_20260603.json,S004,399.0,S004_O00064_P002,2026-06-03T17:41:55.922Z
O00064,P013,20260603,2026-06-03T17:39:02.237833,249.0,1,order_items_S004_20260603.json,S004,249.0,S004_O00064_P013,2026-06-03T17:41:55.922Z
O00065,P003,20260603,2026-06-03T17:39:02.237833,499.0,1,order_items_S004_20260603.json,S004,499.0,S004_O00065_P003,2026-06-03T17:41:55.922Z
O00065,P013,20260603,2026-06-03T17:39:02.237833,249.0,1,order_items_S004_20260603.json,S004,249.0,S004_O00065_P013,2026-06-03T17:41:55.922Z
O00065,P018,20260603,2026-06-03T17:39:02.237833,267.0,3,order_items_S004_20260603.json,S004,89.0,S004_O00065_P018,2026-06-03T17:41:55.922Z
O00066,P005,20260603,2026-06-03T17:39:02.237833,149.0,1,order_items_S004_20260603.json,S004,149.0,S004_O00066_P005,2026-06-03T17:41:55.922Z
O00066,P008,20260603,2026-06-03T17:39:02.237833,180.0,3,order_items_S004_20260603.json,S004,60.0,S004_O00066_P008,2026-06-03T17:41:55.922Z
O00067,P003,20260603,2026-06-03T17:39:02.237833,499.0,1,order_items_S004_20260603.json,S004,499.0,S004_O00067_P003,2026-06-03T17:41:55.922Z
O00067,P004,20260603,2026-06-03T17:39:02.237833,449.0,1,order_items_S004_20260603.json,S004,449.0,S004_O00067_P004,2026-06-03T17:41:55.922Z
O00067,P008,20260603,2026-06-03T17:39:02.237833,120.0,2,order_items_S004_20260603.json,S004,60.0,S004_O00067_P008,2026-06-03T17:41:55.922Z
O00068,P001,20260603,2026-06-03T17:39:02.237833,299.0,1,order_items_S004_20260603.json,S004,299.0,S004_O00068_P001,2026-06-03T17:41:55.922Z
O00068,P010,20260603,2026-06-03T17:39:02.237833,387.0,3,order_items_S004_20260603.json,S004,129.0,S004_O00068_P010,2026-06-03T17:41:55.922Z
O00068,P013,20260603,2026-06-03T17:39:02.237833,747.0,3,order_items_S004_20260603.json,S004,249.0,S004_O00068_P013,2026-06-03T17:41:55.922Z
O00069,P007,20260603,2026-06-03T17:39:02.237833,180.0,3,order_items_S004_20260603.json,S004,60.0,S004_O00069_P007,2026-06-03T17:41:55.922Z
O00070,P004,20260603,2026-06-03T17:39:02.237833,449.0,1,order_items_S004_20260603.json,S004,449.0,S004_O00070_P004,2026-06-03T17:41:55.922Z
O00070,P007,20260603,2026-06-03T17:39:02.237833,60.0,1,order_items_S004_20260603.json,S004,60.0,S004_O00070_P007,2026-06-03T17:41:55.922Z
O00070,P012,20260603,2026-06-03T17:39:02.237833,49.0,1,order_items_S004_20260603.json,S004,49.0,S004_O00070_P012,2026-06-03T17:41:55.922Z
O00071,P001,20260603,2026-06-03T17:39:02.237833,598.0,2,order_items_S004_20260603.json,S004,299.0,S004_O00071_P001,2026-06-03T17:41:55.922Z
O00071,P006,20260603,2026-06-03T17:39:02.237833,597.0,3,order_items_S004_20260603.json,S004,199.0,S004_O00071_P006,2026-06-03T17:41:55.922Z
O00071,P013,20260603,2026-06-03T17:39:02.237833,249.0,1,order_items_S004_20260603.json,S004,249.0,S004_O00071_P013,2026-06-03T17:41:55.922Z
O00072,P001,20260603,2026-06-03T17:39:02.237833,598.0,2,order_items_S004_20260603.json,S004,299.0,S004_O00072_P001,2026-06-03T17:41:55.922Z
O00073,P001,20260603,2026-06-03T17:39:02.237833,897.0,3,order_items_S004_20260603.json,S004,299.0,S004_O00073_P001,2026-06-03T17:41:55.922Z
O00074,P002,20260603,2026-06-03T17:39:02.237833,1197.0,3,order_items_S004_20260603.json,S004,399.0,S004_O00074_P002,2026-06-03T17:41:55.922Z
O00074,P012,20260603,2026-06-03T17:39:02.237833,49.0,1,order_items_S004_20260603.json,S004,49.0,S004_O00074_P012,2026-06-03T17:41:55.922Z
O00075,P007,20260603,2026-06-03T17:39:02.237833,180.0,3,order_items_S004_20260603.json,S004,60.0,S004_O00075_P007,2026-06-03T17:41:55.922Z
O00075,P008,20260603,2026-06-03T17:39:02.237833,60.0,1,order_items_S004_20260603.json,S004,60.0,S004_O00075_P008,2026-06-03T17:41:55.922Z
O00075,P010,20260603,2026-06-03T17:39:02.237833,258.0,2,order_items_S004_20260603.json,S004,129.0,S004_O00075_P010,2026-06-03T17:41:55.922Z
O00076,P001,20260603,2026-06-03T17:39:02.237833,598.0,2,order_items_S004_20260603.json,S004,299.0,S004_O00076_P001,2026-06-03T17:41:55.922Z
O00076,P006,20260603,2026-06-03T17:39:02.237833,597.0,3,order_items_S004_20260603.json,S004,199.0,S004_O00076_P006,2026-06-03T17:41:55.922Z
O00076,P007,20260603,2026-06-03T17:39:02.237833,120.0,2,order_items_S004_20260603.json,S004,60.0,S004_O00076_P007,2026-06-03T17:41:55.922Z
O00076,P008,20260603,2026-06-03T17:39:02.237833,60.0,1,order_items_S004_20260603.json,S004,60.0,S004_O00076_P008,2026-06-03T17:41:55.922Z
O00077,P007,20260603,2026-06-03T17:39:02.237833,120.0,2,order_items_S004_20260603.json,S004,60.0,S004_O00077_P007,2026-06-03T17:41:55.922Z
O00077,P012,20260603,2026-06-03T17:39:02.237833,147.0,3,order_items_S004_20260603.json,S004,49.0,S004_O00077_P012,2026-06-03T17:41:55.922Z
O00078,P007,20260603,2026-06-03T17:39:02.237833,180.0,3,order_items_S004_20260603.json,S004,60.0,S004_O00078_P007,2026-06-03T17:41:55.922Z
O00078,P013,20260603,2026-06-03T17:39:02.237833,498.0,2,order_items_S004_20260603.json,S004,249.0,S004_O00078_P013,2026-06-03T17:41:55.922Z
O00078,P019,20260603,2026-06-03T17:39:02.237833,40.0,2,order_items_S004_20260603.json,S004,20.0,S004_O00078_P019,2026-06-03T17:41:55.922Z
O00079,P001,20260603,2026-06-03T17:39:02.237833,598.0,2,order_items_S004_20260603.json,S004,299.0,S004_O00079_P001,2026-06-03T17:41:55.922Z
O00079,P013,20260603,2026-06-03T17:39:02.237833,498.0,2,order_items_S004_20260603.json,S004,249.0,S004_O00079_P013,2026-06-03T17:41:55.922Z
O00079,P016,20260603,2026-06-03T17:39:02.237833,897.0,3,order_items_S004_20260603.json,S004,299.0,S004_O00079_P016,2026-06-03T17:41:55.922Z
O00079,P018,20260603,2026-06-03T17:39:02.237833,89.0,1,order_items_S004_20260603.json,S004,89.0,S004_O00079_P018,2026-06-03T17:41:55.922Z
