batch_id,closing_stock,ingestion_timestamp,inventory_date,inventory_id,opening_stock,product_id,sold_qty,source_file,store_id,inventory_sk,inventory_status,silver_processed_at,actual_sold_qty
20260603,591,2026-06-03T17:38:57.867061,2026-06-03,INV_P010,749,P010,158,inventory_S006_20260603.json,S006,S006_INV_P010,Healthy,2026-06-03T17:42:00.903Z,158
20260603,404,2026-06-03T17:38:57.867061,2026-06-03,INV_P013,554,P013,150,inventory_S006_20260603.json,S006,S006_INV_P013,Healthy,2026-06-03T17:42:00.903Z,150
20260603,800,2026-06-03T17:38:57.867061,2026-06-03,INV_P017,844,P017,44,inventory_S006_20260603.json,S006,S006_INV_P017,Healthy,2026-06-03T17:42:00.903Z,44
20260603,222,2026-06-03T17:38:57.867061,2026-06-03,INV_P002,513,P002,291,inventory_S006_20260603.json,S006,S006_INV_P002,Healthy,2026-06-03T17:42:00.903Z,291
20260603,309,2026-06-03T17:38:57.867061,2026-06-03,INV_P005,516,P005,207,inventory_S006_20260603.json,S006,S006_INV_P005,Healthy,2026-06-03T17:42:00.903Z,207
20260603,734,2026-06-03T17:38:57.867061,2026-06-03,INV_P012,832,P012,98,inventory_S006_20260603.json,S006,S006_INV_P012,Healthy,2026-06-03T17:42:00.903Z,98
20260603,611,2026-06-03T17:38:57.867061,2026-06-03,INV_P009,732,P009,121,inventory_S006_20260603.json,S006,S006_INV_P009,Healthy,2026-06-03T17:42:00.903Z,121
20260603,675,2026-06-03T17:38:57.867061,2026-06-03,INV_P020,786,P020,111,inventory_S006_20260603.json,S006,S006_INV_P020,Healthy,2026-06-03T17:42:00.903Z,111
20260603,42,2026-06-03T17:38:57.867061,2026-06-03,INV_P001,574,P001,532,inventory_S006_20260603.json,S006,S006_INV_P001,Low Stock,2026-06-03T17:42:00.903Z,532
20260603,399,2026-06-03T17:38:57.867061,2026-06-03,INV_P004,645,P004,246,inventory_S006_20260603.json,S006,S006_INV_P004,Healthy,2026-06-03T17:42:00.903Z,246
20260603,356,2026-06-03T17:39:02.237833,2026-06-03,INV_P003,664,P003,308,inventory_S004_20260603.json,S004,S004_INV_P003,Healthy,2026-06-03T17:42:00.903Z,308
20260603,807,2026-06-03T17:39:02.237833,2026-06-03,INV_P015,872,P015,65,inventory_S004_20260603.json,S004,S004_INV_P015,Healthy,2026-06-03T17:42:00.903Z,65
20260603,458,2026-06-03T17:39:02.237833,2026-06-03,INV_P016,522,P016,64,inventory_S004_20260603.json,S004,S004_INV_P016,Healthy,2026-06-03T17:42:00.903Z,64
20260603,250,2026-06-03T17:39:02.237833,2026-06-03,INV_P001,803,P001,553,inventory_S004_20260603.json,S004,S004_INV_P001,Healthy,2026-06-03T17:42:00.903Z,553
20260603,420,2026-06-03T17:39:02.237833,2026-06-03,INV_P009,511,P009,91,inventory_S004_20260603.json,S004,S004_INV_P009,Healthy,2026-06-03T17:42:00.903Z,91
20260603,558,2026-06-03T17:39:02.237833,2026-06-03,INV_P010,720,P010,162,inventory_S004_20260603.json,S004,S004_INV_P010,Healthy,2026-06-03T17:42:00.903Z,162
20260603,413,2026-06-03T17:39:02.237833,2026-06-03,INV_P018,509,P018,96,inventory_S004_20260603.json,S004,S004_INV_P018,Healthy,2026-06-03T17:42:00.903Z,96
20260603,520,2026-06-03T17:39:02.237833,2026-06-03,INV_P011,610,P011,90,inventory_S004_20260603.json,S004,S004_INV_P011,Healthy,2026-06-03T17:42:00.903Z,90
20260603,584,2026-06-03T17:39:02.237833,2026-06-03,INV_P013,721,P013,137,inventory_S004_20260603.json,S004,S004_INV_P013,Healthy,2026-06-03T17:42:00.903Z,137
20260603,379,2026-06-03T17:39:02.237833,2026-06-03,INV_P020,521,P020,142,inventory_S004_20260603.json,S004,S004_INV_P020,Healthy,2026-06-03T17:42:00.903Z,142
20260603,664,2026-06-03T17:39:02.237833,2026-06-03,INV_P004,989,P004,325,inventory_S004_20260603.json,S004,S004_INV_P004,Healthy,2026-06-03T17:42:00.903Z,325
20260603,732,2026-06-03T17:39:02.237833,2026-06-03,INV_P005,911,P005,179,inventory_S004_20260603.json,S004,S004_INV_P005,Healthy,2026-06-03T17:42:00.903Z,179
20260603,351,2026-06-03T17:39:02.237833,2026-06-03,INV_P007,756,P007,405,inventory_S004_20260603.json,S004,S004_INV_P007,Healthy,2026-06-03T17:42:00.903Z,405
20260603,605,2026-06-03T17:39:02.237833,2026-06-03,INV_P002,980,P002,375,inventory_S004_20260603.json,S004,S004_INV_P002,Healthy,2026-06-03T17:42:00.903Z,375
20260603,800,2026-06-03T17:39:02.237833,2026-06-03,INV_P012,898,P012,98,inventory_S004_20260603.json,S004,S004_INV_P012,Healthy,2026-06-03T17:42:00.903Z,98
20260603,805,2026-06-03T17:39:02.237833,2026-06-03,INV_P014,903,P014,98,inventory_S004_20260603.json,S004,S004_INV_P014,Healthy,2026-06-03T17:42:00.903Z,98
20260603,657,2026-06-03T17:39:02.237833,2026-06-03,INV_P019,708,P019,51,inventory_S004_20260603.json,S004,S004_INV_P019,Healthy,2026-06-03T17:42:00.903Z,51
20260603,592,2026-06-03T17:39:02.237833,2026-06-03,INV_P006,744,P006,152,inventory_S004_20260603.json,S004,S004_INV_P006,Healthy,2026-06-03T17:42:00.903Z,152
20260603,733,2026-06-03T17:39:02.237833,2026-06-03,INV_P008,920,P008,187,inventory_S004_20260603.json,S004,S004_INV_P008,Healthy,2026-06-03T17:42:00.903Z,187
20260603,691,2026-06-03T17:39:02.237833,2026-06-03,INV_P017,737,P017,46,inventory_S004_20260603.json,S004,S004_INV_P017,Healthy,2026-06-03T17:42:00.903Z,46
20260603,692,2026-06-03T17:39:20.186841,2026-06-03,INV_P004,987,P004,295,inventory_S005_20260603.json,S005,S005_INV_P004,Healthy,2026-06-03T17:42:00.903Z,295
20260603,532,2026-06-03T17:39:20.186841,2026-06-03,INV_P009,655,P009,123,inventory_S005_20260603.json,S005,S005_INV_P009,Healthy,2026-06-03T17:42:00.903Z,123
20260603,862,2026-06-03T17:39:20.186841,2026-06-03,INV_P011,961,P011,99,inventory_S005_20260603.json,S005,S005_INV_P011,Healthy,2026-06-03T17:42:00.903Z,99
20260603,883,2026-06-03T17:39:20.186841,2026-06-03,INV_P014,999,P014,116,inventory_S005_20260603.json,S005,S005_INV_P014,Healthy,2026-06-03T17:42:00.903Z,116
20260603,797,2026-06-03T17:39:20.186841,2026-06-03,INV_P016,879,P016,82,inventory_S005_20260603.json,S005,S005_INV_P016,Healthy,2026-06-03T17:42:00.903Z,82
20260603,865,2026-06-03T17:39:20.186841,2026-06-03,INV_P020,980,P020,115,inventory_S005_20260603.json,S005,S005_INV_P020,Healthy,2026-06-03T17:42:00.903Z,115
20260603,403,2026-06-03T17:39:20.186841,2026-06-03,INV_P008,577,P008,174,inventory_S005_20260603.json,S005,S005_INV_P008,Healthy,2026-06-03T17:42:00.903Z,174
20260603,619,2026-06-03T17:39:20.186841,2026-06-03,INV_P012,729,P012,110,inventory_S005_20260603.json,S005,S005_INV_P012,Healthy,2026-06-03T17:42:00.903Z,110
20260603,603,2026-06-03T17:39:20.186841,2026-06-03,INV_P017,646,P017,43,inventory_S005_20260603.json,S005,S005_INV_P017,Healthy,2026-06-03T17:42:00.903Z,43
20260603,728,2026-06-03T17:39:20.186841,2026-06-03,INV_P015,811,P015,83,inventory_S005_20260603.json,S005,S005_INV_P015,Healthy,2026-06-03T17:42:00.903Z,83
20260603,720,2026-06-03T17:39:20.186841,2026-06-03,INV_P019,765,P019,45,inventory_S005_20260603.json,S005,S005_INV_P019,Healthy,2026-06-03T17:42:00.903Z,45
20260603,383,2026-06-03T17:39:20.186841,2026-06-03,INV_P006,556,P006,173,inventory_S005_20260603.json,S005,S005_INV_P006,Healthy,2026-06-03T17:42:00.903Z,173
20260603,502,2026-06-03T17:39:20.186841,2026-06-03,INV_P007,881,P007,379,inventory_S005_20260603.json,S005,S005_INV_P007,Healthy,2026-06-03T17:42:00.903Z,379
20260603,529,2026-06-03T17:39:20.186841,2026-06-03,INV_P005,759,P005,230,inventory_S005_20260603.json,S005,S005_INV_P005,Healthy,2026-06-03T17:42:00.903Z,230
20260603,479,2026-06-03T17:39:20.186841,2026-06-03,INV_P013,634,P013,155,inventory_S005_20260603.json,S005,S005_INV_P013,Healthy,2026-06-03T17:42:00.903Z,155
20260603,158,2026-06-03T17:39:20.186841,2026-06-03,INV_P001,761,P001,603,inventory_S005_20260603.json,S005,S005_INV_P001,Medium,2026-06-03T17:42:00.903Z,603
20260603,493,2026-06-03T17:39:20.186841,2026-06-03,INV_P002,813,P002,320,inventory_S005_20260603.json,S005,S005_INV_P002,Healthy,2026-06-03T17:42:00.903Z,320
20260603,390,2026-06-03T17:39:20.186841,2026-06-03,INV_P003,720,P003,330,inventory_S005_20260603.json,S005,S005_INV_P003,Healthy,2026-06-03T17:42:00.903Z,330
20260603,731,2026-06-03T17:39:20.186841,2026-06-03,INV_P010,879,P010,148,inventory_S005_20260603.json,S005,S005_INV_P010,Healthy,2026-06-03T17:42:00.903Z,148
20260603,679,2026-06-03T17:39:20.186841,2026-06-03,INV_P018,761,P018,82,inventory_S005_20260603.json,S005,S005_INV_P018,Healthy,2026-06-03T17:42:00.903Z,82
20260603,290,2026-06-03T17:39:04.695883,2026-06-03,INV_P002,720,P002,430,inventory_S002_20260603.json,S002,S002_INV_P002,Healthy,2026-06-03T17:42:00.903Z,430
20260603,651,2026-06-03T17:39:04.695883,2026-06-03,INV_P004,967,P004,316,inventory_S002_20260603.json,S002,S002_INV_P004,Healthy,2026-06-03T17:42:00.903Z,316
20260603,274,2026-06-03T17:39:04.695883,2026-06-03,INV_P008,507,P008,233,inventory_S002_20260603.json,S002,S002_INV_P008,Healthy,2026-06-03T17:42:00.903Z,233
20260603,744,2026-06-03T17:39:04.695883,2026-06-03,INV_P020,848,P020,104,inventory_S002_20260603.json,S002,S002_INV_P020,Healthy,2026-06-03T17:42:00.903Z,104
20260603,387,2026-06-03T17:39:04.695883,2026-06-03,INV_P006,566,P006,179,inventory_S002_20260603.json,S002,S002_INV_P006,Healthy,2026-06-03T17:42:00.903Z,179
20260603,776,2026-06-03T17:39:04.695883,2026-06-03,INV_P011,900,P011,124,inventory_S002_20260603.json,S002,S002_INV_P011,Healthy,2026-06-03T17:42:00.903Z,124
20260603,772,2026-06-03T17:39:04.695883,2026-06-03,INV_P005,969,P005,197,inventory_S002_20260603.json,S002,S002_INV_P005,Healthy,2026-06-03T17:42:00.903Z,197
20260603,115,2026-06-03T17:39:04.695883,2026-06-03,INV_P007,512,P007,397,inventory_S002_20260603.json,S002,S002_INV_P007,Medium,2026-06-03T17:42:00.903Z,397
20260603,850,2026-06-03T17:39:04.695883,2026-06-03,INV_P009,945,P009,95,inventory_S002_20260603.json,S002,S002_INV_P009,Healthy,2026-06-03T17:42:00.903Z,95
20260603,761,2026-06-03T17:39:04.695883,2026-06-03,INV_P017,788,P017,27,inventory_S002_20260603.json,S002,S002_INV_P017,Healthy,2026-06-03T17:42:00.903Z,27
20260603,800,2026-06-03T17:39:04.695883,2026-06-03,INV_P019,842,P019,42,inventory_S002_20260603.json,S002,S002_INV_P019,Healthy,2026-06-03T17:42:00.903Z,42
20260603,146,2026-06-03T17:39:04.695883,2026-06-03,INV_P001,682,P001,536,inventory_S002_20260603.json,S002,S002_INV_P001,Medium,2026-06-03T17:42:00.903Z,536
20260603,489,2026-06-03T17:39:04.695883,2026-06-03,INV_P013,689,P013,200,inventory_S002_20260603.json,S002,S002_INV_P013,Healthy,2026-06-03T17:42:00.903Z,200
20260603,933,2026-06-03T17:39:04.695883,2026-06-03,INV_P016,1000,P016,67,inventory_S002_20260603.json,S002,S002_INV_P016,Healthy,2026-06-03T17:42:00.903Z,67
20260603,803,2026-06-03T17:39:04.695883,2026-06-03,INV_P018,898,P018,95,inventory_S002_20260603.json,S002,S002_INV_P018,Healthy,2026-06-03T17:42:00.903Z,95
20260603,731,2026-06-03T17:39:04.695883,2026-06-03,INV_P015,811,P015,80,inventory_S002_20260603.json,S002,S002_INV_P015,Healthy,2026-06-03T17:42:00.903Z,80
20260603,342,2026-06-03T17:39:04.695883,2026-06-03,INV_P010,525,P010,183,inventory_S002_20260603.json,S002,S002_INV_P010,Healthy,2026-06-03T17:42:00.903Z,183
20260603,548,2026-06-03T17:39:04.695883,2026-06-03,INV_P014,637,P014,89,inventory_S002_20260603.json,S002,S002_INV_P014,Healthy,2026-06-03T17:42:00.903Z,89
20260603,539,2026-06-03T17:39:04.695883,2026-06-03,INV_P003,828,P003,289,inventory_S002_20260603.json,S002,S002_INV_P003,Healthy,2026-06-03T17:42:00.903Z,289
20260603,534,2026-06-03T17:39:04.695883,2026-06-03,INV_P012,641,P012,107,inventory_S002_20260603.json,S002,S002_INV_P012,Healthy,2026-06-03T17:42:00.903Z,107
20260603,791,2026-06-03T17:38:59.027416,2026-06-03,INV_P009,880,P009,89,inventory_S001_20260603.json,S001,S001_INV_P009,Healthy,2026-06-03T17:42:00.903Z,89
20260603,753,2026-06-03T17:38:59.027416,2026-06-03,INV_P013,848,P013,95,inventory_S001_20260603.json,S001,S001_INV_P013,Healthy,2026-06-03T17:42:00.903Z,95
20260603,736,2026-06-03T17:38:59.027416,2026-06-03,INV_P020,814,P020,78,inventory_S001_20260603.json,S001,S001_INV_P020,Healthy,2026-06-03T17:42:00.903Z,78
20260603,87,2026-06-03T17:38:59.027416,2026-06-03,INV_P001,563,P001,476,inventory_S001_20260603.json,S001,S001_INV_P001,Medium,2026-06-03T17:42:00.903Z,476
20260603,463,2026-06-03T17:38:59.027416,2026-06-03,INV_P003,689,P003,226,inventory_S001_20260603.json,S001,S001_INV_P003,Healthy,2026-06-03T17:42:00.903Z,226
20260603,424,2026-06-03T17:38:59.027416,2026-06-03,INV_P005,598,P005,174,inventory_S001_20260603.json,S001,S001_INV_P005,Healthy,2026-06-03T17:42:00.903Z,174
20260603,598,2026-06-03T17:38:59.027416,2026-06-03,INV_P006,727,P006,129,inventory_S001_20260603.json,S001,S001_INV_P006,Healthy,2026-06-03T17:42:00.903Z,129
20260603,389,2026-06-03T17:38:59.027416,2026-06-03,INV_P010,510,P010,121,inventory_S001_20260603.json,S001,S001_INV_P010,Healthy,2026-06-03T17:42:00.903Z,121
20260603,881,2026-06-03T17:38:59.027416,2026-06-03,INV_P019,917,P019,36,inventory_S001_20260603.json,S001,S001_INV_P019,Healthy,2026-06-03T17:42:00.903Z,36
20260603,632,2026-06-03T17:38:59.027416,2026-06-03,INV_P016,683,P016,51,inventory_S001_20260603.json,S001,S001_INV_P016,Healthy,2026-06-03T17:42:00.903Z,51
20260603,784,2026-06-03T17:38:59.027416,2026-06-03,INV_P011,888,P011,104,inventory_S001_20260603.json,S001,S001_INV_P011,Healthy,2026-06-03T17:42:00.903Z,104
20260603,734,2026-06-03T17:38:59.027416,2026-06-03,INV_P004,979,P004,245,inventory_S001_20260603.json,S001,S001_INV_P004,Healthy,2026-06-03T17:42:00.903Z,245
20260603,390,2026-06-03T17:38:59.027416,2026-06-03,INV_P008,613,P008,223,inventory_S001_20260603.json,S001,S001_INV_P008,Healthy,2026-06-03T17:42:00.903Z,223
20260603,470,2026-06-03T17:38:59.027416,2026-06-03,INV_P018,546,P018,76,inventory_S001_20260603.json,S001,S001_INV_P018,Healthy,2026-06-03T17:42:00.903Z,76
20260603,463,2026-06-03T17:38:59.027416,2026-06-03,INV_P002,736,P002,273,inventory_S001_20260603.json,S001,S001_INV_P002,Healthy,2026-06-03T17:42:00.903Z,273
20260603,563,2026-06-03T17:38:59.027416,2026-06-03,INV_P012,643,P012,80,inventory_S001_20260603.json,S001,S001_INV_P012,Healthy,2026-06-03T17:42:00.903Z,80
20260603,795,2026-06-03T17:38:59.027416,2026-06-03,INV_P015,863,P015,68,inventory_S001_20260603.json,S001,S001_INV_P015,Healthy,2026-06-03T17:42:00.903Z,68
20260603,574,2026-06-03T17:38:59.027416,2026-06-03,INV_P017,598,P017,24,inventory_S001_20260603.json,S001,S001_INV_P017,Healthy,2026-06-03T17:42:00.903Z,24
20260603,183,2026-06-03T17:38:59.027416,2026-06-03,INV_P007,504,P007,321,inventory_S001_20260603.json,S001,S001_INV_P007,Medium,2026-06-03T17:42:00.903Z,321
20260603,907,2026-06-03T17:38:59.027416,2026-06-03,INV_P014,971,P014,64,inventory_S001_20260603.json,S001,S001_INV_P014,Healthy,2026-06-03T17:42:00.903Z,64
