batch_id,ingestion_timestamp,line_amount,order_id,product_id,quantity,source_file,store_id,unit_price,order_item_sk,reject_reason,quarantine_at,silver_processed_at
20260603,2026-06-03T17:38:59.027416,1197.0,O00052,P002,3,order_items_S001_20260603.json,S001,399.0,S001_O00052_P002,ORPHAN_ORDER_ID,2026-06-03T17:43:09.474Z,2026-06-03T17:43:09.474Z
20260603,2026-06-03T17:38:59.027416,299.0,O00060,P001,1,order_items_S001_20260603.json,S001,299.0,S001_O00060_P001,ORPHAN_ORDER_ID,2026-06-03T17:43:09.474Z,2026-06-03T17:43:09.474Z
20260603,2026-06-03T17:38:59.027416,180.0,O00060,P007,3,order_items_S001_20260603.json,S001,60.0,S001_O00060_P007,ORPHAN_ORDER_ID,2026-06-03T17:43:09.474Z,2026-06-03T17:43:09.474Z
20260603,2026-06-03T17:38:59.027416,598.0,O00108,P001,2,order_items_S001_20260603.json,S001,299.0,S001_O00108_P001,ORPHAN_ORDER_ID,2026-06-03T17:43:09.474Z,2026-06-03T17:43:09.474Z
20260603,2026-06-03T17:38:59.027416,499.0,O00108,P003,1,order_items_S001_20260603.json,S001,499.0,S001_O00108_P003,ORPHAN_ORDER_ID,2026-06-03T17:43:09.474Z,2026-06-03T17:43:09.474Z
20260603,2026-06-03T17:38:59.027416,507.0,O00108,P011,3,order_items_S001_20260603.json,S001,169.0,S001_O00108_P011,ORPHAN_ORDER_ID,2026-06-03T17:43:09.474Z,2026-06-03T17:43:09.474Z
20260603,2026-06-03T17:38:59.027416,747.0,O00108,P013,3,order_items_S001_20260603.json,S001,249.0,S001_O00108_P013,ORPHAN_ORDER_ID,2026-06-03T17:43:09.474Z,2026-06-03T17:43:09.474Z
20260603,2026-06-03T17:38:59.027416,898.0,O00112,P004,2,order_items_S001_20260603.json,S001,449.0,S001_O00112_P004,ORPHAN_ORDER_ID,2026-06-03T17:43:09.474Z,2026-06-03T17:43:09.474Z
20260603,2026-06-03T17:38:59.027416,258.0,O00112,P010,2,order_items_S001_20260603.json,S001,129.0,S001_O00112_P010,ORPHAN_ORDER_ID,2026-06-03T17:43:09.474Z,2026-06-03T17:43:09.474Z
20260603,2026-06-03T17:38:59.027416,499.0,O00117,P003,1,order_items_S001_20260603.json,S001,499.0,S001_O00117_P003,ORPHAN_ORDER_ID,2026-06-03T17:43:09.474Z,2026-06-03T17:43:09.474Z
20260603,2026-06-03T17:38:59.027416,297.0,O00117,P009,3,order_items_S001_20260603.json,S001,99.0,S001_O00117_P009,ORPHAN_ORDER_ID,2026-06-03T17:43:09.474Z,2026-06-03T17:43:09.474Z
20260603,2026-06-03T17:38:59.027416,507.0,O00117,P011,3,order_items_S001_20260603.json,S001,169.0,S001_O00117_P011,ORPHAN_ORDER_ID,2026-06-03T17:43:09.474Z,2026-06-03T17:43:09.474Z
20260603,2026-06-03T17:38:59.027416,507.0,O00130,P011,3,order_items_S001_20260603.json,S001,169.0,S001_O00130_P011,ORPHAN_ORDER_ID,2026-06-03T17:43:09.474Z,2026-06-03T17:43:09.474Z
20260603,2026-06-03T17:38:59.027416,897.0,O00137,P001,3,order_items_S001_20260603.json,S001,299.0,S001_O00137_P001,ORPHAN_ORDER_ID,2026-06-03T17:43:09.474Z,2026-06-03T17:43:09.474Z
20260603,2026-06-03T17:38:59.027416,180.0,O00205,P007,3,order_items_S001_20260603.json,S001,60.0,S001_O00205_P007,ORPHAN_ORDER_ID,2026-06-03T17:43:09.474Z,2026-06-03T17:43:09.474Z
20260603,2026-06-03T17:38:59.027416,258.0,O00205,P010,2,order_items_S001_20260603.json,S001,129.0,S001_O00205_P010,ORPHAN_ORDER_ID,2026-06-03T17:43:09.474Z,2026-06-03T17:43:09.474Z
20260603,2026-06-03T17:38:59.027416,299.0,O00210,P001,1,order_items_S001_20260603.json,S001,299.0,S001_O00210_P001,ORPHAN_ORDER_ID,2026-06-03T17:43:09.474Z,2026-06-03T17:43:09.474Z
20260603,2026-06-03T17:38:59.027416,180.0,O00210,P008,3,order_items_S001_20260603.json,S001,60.0,S001_O00210_P008,ORPHAN_ORDER_ID,2026-06-03T17:43:09.474Z,2026-06-03T17:43:09.474Z
20260603,2026-06-03T17:38:59.027416,358.0,O00210,P014,2,order_items_S001_20260603.json,S001,179.0,S001_O00210_P014,ORPHAN_ORDER_ID,2026-06-03T17:43:09.474Z,2026-06-03T17:43:09.474Z
20260603,2026-06-03T17:38:59.027416,897.0,O00227,P001,3,order_items_S001_20260603.json,S001,299.0,S001_O00227_P001,ORPHAN_ORDER_ID,2026-06-03T17:43:09.474Z,2026-06-03T17:43:09.474Z
20260603,2026-06-03T17:38:59.027416,149.0,O00227,P005,1,order_items_S001_20260603.json,S001,149.0,S001_O00227_P005,ORPHAN_ORDER_ID,2026-06-03T17:43:09.474Z,2026-06-03T17:43:09.474Z
20260603,2026-06-03T17:38:59.027416,498.0,O00227,P013,2,order_items_S001_20260603.json,S001,249.0,S001_O00227_P013,ORPHAN_ORDER_ID,2026-06-03T17:43:09.474Z,2026-06-03T17:43:09.474Z
20260603,2026-06-03T17:38:59.027416,598.0,O00229,P001,2,order_items_S001_20260603.json,S001,299.0,S001_O00229_P001,ORPHAN_ORDER_ID,2026-06-03T17:43:09.474Z,2026-06-03T17:43:09.474Z
20260603,2026-06-03T17:38:59.027416,387.0,O00229,P010,3,order_items_S001_20260603.json,S001,129.0,S001_O00229_P010,ORPHAN_ORDER_ID,2026-06-03T17:43:09.474Z,2026-06-03T17:43:09.474Z
20260603,2026-06-03T17:38:59.027416,398.0,O00229,P020,2,order_items_S001_20260603.json,S001,199.0,S001_O00229_P020,ORPHAN_ORDER_ID,2026-06-03T17:43:09.474Z,2026-06-03T17:43:09.474Z
20260603,2026-06-03T17:38:59.027416,447.0,O00238,P005,3,order_items_S001_20260603.json,S001,149.0,S001_O00238_P005,ORPHAN_ORDER_ID,2026-06-03T17:43:09.474Z,2026-06-03T17:43:09.474Z
20260603,2026-06-03T17:38:59.027416,598.0,O00256,P001,2,order_items_S001_20260603.json,S001,299.0,S001_O00256_P001,ORPHAN_ORDER_ID,2026-06-03T17:43:09.474Z,2026-06-03T17:43:09.474Z
20260603,2026-06-03T17:38:59.027416,597.0,O00256,P006,3,order_items_S001_20260603.json,S001,199.0,S001_O00256_P006,ORPHAN_ORDER_ID,2026-06-03T17:43:09.474Z,2026-06-03T17:43:09.474Z
20260603,2026-06-03T17:38:59.027416,180.0,O00256,P007,3,order_items_S001_20260603.json,S001,60.0,S001_O00256_P007,ORPHAN_ORDER_ID,2026-06-03T17:43:09.474Z,2026-06-03T17:43:09.474Z
20260603,2026-06-03T17:38:59.027416,258.0,O00256,P010,2,order_items_S001_20260603.json,S001,129.0,S001_O00256_P010,ORPHAN_ORDER_ID,2026-06-03T17:43:09.474Z,2026-06-03T17:43:09.474Z
20260603,2026-06-03T17:38:59.027416,338.0,O00256,P011,2,order_items_S001_20260603.json,S001,169.0,S001_O00256_P011,ORPHAN_ORDER_ID,2026-06-03T17:43:09.474Z,2026-06-03T17:43:09.474Z
20260603,2026-06-03T17:38:59.027416,149.0,O00275,P005,1,order_items_S001_20260603.json,S001,149.0,S001_O00275_P005,ORPHAN_ORDER_ID,2026-06-03T17:43:09.474Z,2026-06-03T17:43:09.474Z
20260603,2026-06-03T17:38:59.027416,199.0,O00275,P006,1,order_items_S001_20260603.json,S001,199.0,S001_O00275_P006,ORPHAN_ORDER_ID,2026-06-03T17:43:09.474Z,2026-06-03T17:43:09.474Z
20260603,2026-06-03T17:38:59.027416,198.0,O00275,P009,2,order_items_S001_20260603.json,S001,99.0,S001_O00275_P009,ORPHAN_ORDER_ID,2026-06-03T17:43:09.474Z,2026-06-03T17:43:09.474Z
20260603,2026-06-03T17:38:59.027416,299.0,O00277,P001,1,order_items_S001_20260603.json,S001,299.0,S001_O00277_P001,ORPHAN_ORDER_ID,2026-06-03T17:43:09.474Z,2026-06-03T17:43:09.474Z
20260603,2026-06-03T17:38:59.027416,387.0,O00277,P010,3,order_items_S001_20260603.json,S001,129.0,S001_O00277_P010,ORPHAN_ORDER_ID,2026-06-03T17:43:09.474Z,2026-06-03T17:43:09.474Z
20260603,2026-06-03T17:38:59.027416,447.0,O00283,P005,3,order_items_S001_20260603.json,S001,149.0,S001_O00283_P005,ORPHAN_ORDER_ID,2026-06-03T17:43:09.474Z,2026-06-03T17:43:09.474Z
20260603,2026-06-03T17:38:59.027416,897.0,O00292,P001,3,order_items_S001_20260603.json,S001,299.0,S001_O00292_P001,ORPHAN_ORDER_ID,2026-06-03T17:43:09.474Z,2026-06-03T17:43:09.474Z
20260603,2026-06-03T17:38:59.027416,449.0,O00299,P004,1,order_items_S001_20260603.json,S001,449.0,S001_O00299_P004,ORPHAN_ORDER_ID,2026-06-03T17:43:09.474Z,2026-06-03T17:43:09.474Z
20260603,2026-06-03T17:38:59.027416,199.0,O00299,P006,1,order_items_S001_20260603.json,S001,199.0,S001_O00299_P006,ORPHAN_ORDER_ID,2026-06-03T17:43:09.474Z,2026-06-03T17:43:09.474Z
20260603,2026-06-03T17:38:59.027416,180.0,O00299,P008,3,order_items_S001_20260603.json,S001,60.0,S001_O00299_P008,ORPHAN_ORDER_ID,2026-06-03T17:43:09.474Z,2026-06-03T17:43:09.474Z
20260603,2026-06-03T17:38:59.027416,169.0,O00299,P011,1,order_items_S001_20260603.json,S001,169.0,S001_O00299_P011,ORPHAN_ORDER_ID,2026-06-03T17:43:09.474Z,2026-06-03T17:43:09.474Z
20260603,2026-06-03T17:38:59.027416,798.0,O00321,P002,2,order_items_S001_20260603.json,S001,399.0,S001_O00321_P002,ORPHAN_ORDER_ID,2026-06-03T17:43:09.474Z,2026-06-03T17:43:09.474Z
20260603,2026-06-03T17:38:59.027416,507.0,O00321,P011,3,order_items_S001_20260603.json,S001,169.0,S001_O00321_P011,ORPHAN_ORDER_ID,2026-06-03T17:43:09.474Z,2026-06-03T17:43:09.474Z
20260603,2026-06-03T17:38:59.027416,447.0,O00331,P005,3,order_items_S001_20260603.json,S001,149.0,S001_O00331_P005,ORPHAN_ORDER_ID,2026-06-03T17:43:09.474Z,2026-06-03T17:43:09.474Z
20260603,2026-06-03T17:38:59.027416,99.0,O00331,P009,1,order_items_S001_20260603.json,S001,99.0,S001_O00331_P009,ORPHAN_ORDER_ID,2026-06-03T17:43:09.474Z,2026-06-03T17:43:09.474Z
20260603,2026-06-03T17:38:59.027416,399.0,O00334,P002,1,order_items_S001_20260603.json,S001,399.0,S001_O00334_P002,ORPHAN_ORDER_ID,2026-06-03T17:43:09.474Z,2026-06-03T17:43:09.474Z
20260603,2026-06-03T17:38:59.027416,447.0,O00334,P005,3,order_items_S001_20260603.json,S001,149.0,S001_O00334_P005,ORPHAN_ORDER_ID,2026-06-03T17:43:09.474Z,2026-06-03T17:43:09.474Z
20260603,2026-06-03T17:38:59.027416,180.0,O00334,P007,3,order_items_S001_20260603.json,S001,60.0,S001_O00334_P007,ORPHAN_ORDER_ID,2026-06-03T17:43:09.474Z,2026-06-03T17:43:09.474Z
20260603,2026-06-03T17:38:59.027416,180.0,O00334,P008,3,order_items_S001_20260603.json,S001,60.0,S001_O00334_P008,ORPHAN_ORDER_ID,2026-06-03T17:43:09.474Z,2026-06-03T17:43:09.474Z
20260603,2026-06-03T17:38:59.027416,89.0,O00339,P018,1,order_items_S001_20260603.json,S001,89.0,S001_O00339_P018,ORPHAN_ORDER_ID,2026-06-03T17:43:09.474Z,2026-06-03T17:43:09.474Z
20260603,2026-06-03T17:38:59.027416,1497.0,O00351,P003,3,order_items_S001_20260603.json,S001,499.0,S001_O00351_P003,ORPHAN_ORDER_ID,2026-06-03T17:43:09.474Z,2026-06-03T17:43:09.474Z
20260603,2026-06-03T17:38:59.027416,199.0,O00351,P020,1,order_items_S001_20260603.json,S001,199.0,S001_O00351_P020,ORPHAN_ORDER_ID,2026-06-03T17:43:09.474Z,2026-06-03T17:43:09.474Z
20260603,2026-06-03T17:38:59.027416,299.0,O00366,P001,1,order_items_S001_20260603.json,S001,299.0,S001_O00366_P001,ORPHAN_ORDER_ID,2026-06-03T17:43:09.474Z,2026-06-03T17:43:09.474Z
20260603,2026-06-03T17:38:59.027416,60.0,O00366,P007,1,order_items_S001_20260603.json,S001,60.0,S001_O00366_P007,ORPHAN_ORDER_ID,2026-06-03T17:43:09.474Z,2026-06-03T17:43:09.474Z
20260603,2026-06-03T17:38:59.027416,498.0,O00366,P013,2,order_items_S001_20260603.json,S001,249.0,S001_O00366_P013,ORPHAN_ORDER_ID,2026-06-03T17:43:09.474Z,2026-06-03T17:43:09.474Z
20260603,2026-06-03T17:38:59.027416,299.0,O00386,P001,1,order_items_S001_20260603.json,S001,299.0,S001_O00386_P001,ORPHAN_ORDER_ID,2026-06-03T17:43:09.474Z,2026-06-03T17:43:09.474Z
20260603,2026-06-03T17:38:59.027416,149.0,O00386,P005,1,order_items_S001_20260603.json,S001,149.0,S001_O00386_P005,ORPHAN_ORDER_ID,2026-06-03T17:43:09.474Z,2026-06-03T17:43:09.474Z
20260603,2026-06-03T17:38:59.027416,180.0,O00386,P007,3,order_items_S001_20260603.json,S001,60.0,S001_O00386_P007,ORPHAN_ORDER_ID,2026-06-03T17:43:09.474Z,2026-06-03T17:43:09.474Z
20260603,2026-06-03T17:38:59.027416,598.0,O00395,P001,2,order_items_S001_20260603.json,S001,299.0,S001_O00395_P001,ORPHAN_ORDER_ID,2026-06-03T17:43:09.474Z,2026-06-03T17:43:09.474Z
20260603,2026-06-03T17:38:59.027416,1497.0,O00395,P003,3,order_items_S001_20260603.json,S001,499.0,S001_O00395_P003,ORPHAN_ORDER_ID,2026-06-03T17:43:09.474Z,2026-06-03T17:43:09.474Z
20260603,2026-06-03T17:38:59.027416,120.0,O00395,P008,2,order_items_S001_20260603.json,S001,60.0,S001_O00395_P008,ORPHAN_ORDER_ID,2026-06-03T17:43:09.474Z,2026-06-03T17:43:09.474Z
20260603,2026-06-03T17:38:59.027416,598.0,O00443,P001,2,order_items_S001_20260603.json,S001,299.0,S001_O00443_P001,ORPHAN_ORDER_ID,2026-06-03T17:43:09.474Z,2026-06-03T17:43:09.474Z
20260603,2026-06-03T17:38:59.027416,498.0,O00443,P013,2,order_items_S001_20260603.json,S001,249.0,S001_O00443_P013,ORPHAN_ORDER_ID,2026-06-03T17:43:09.474Z,2026-06-03T17:43:09.474Z
20260603,2026-06-03T17:38:59.027416,1197.0,O00451,P002,3,order_items_S001_20260603.json,S001,399.0,S001_O00451_P002,ORPHAN_ORDER_ID,2026-06-03T17:43:09.474Z,2026-06-03T17:43:09.474Z
20260603,2026-06-03T17:38:59.027416,687.0,O00451,P015,3,order_items_S001_20260603.json,S001,229.0,S001_O00451_P015,ORPHAN_ORDER_ID,2026-06-03T17:43:09.474Z,2026-06-03T17:43:09.474Z
20260603,2026-06-03T17:38:59.027416,1197.0,O00465,P002,3,order_items_S001_20260603.json,S001,399.0,S001_O00465_P002,ORPHAN_ORDER_ID,2026-06-03T17:43:09.474Z,2026-06-03T17:43:09.474Z
20260603,2026-06-03T17:38:59.027416,297.0,O00465,P009,3,order_items_S001_20260603.json,S001,99.0,S001_O00465_P009,ORPHAN_ORDER_ID,2026-06-03T17:43:09.474Z,2026-06-03T17:43:09.474Z
20260603,2026-06-03T17:38:59.027416,20.0,O00465,P019,1,order_items_S001_20260603.json,S001,20.0,S001_O00465_P019,ORPHAN_ORDER_ID,2026-06-03T17:43:09.474Z,2026-06-03T17:43:09.474Z
20260603,2026-06-03T17:38:59.027416,1197.0,O00466,P002,3,order_items_S001_20260603.json,S001,399.0,S001_O00466_P002,ORPHAN_ORDER_ID,2026-06-03T17:43:09.474Z,2026-06-03T17:43:09.474Z
20260603,2026-06-03T17:38:59.027416,299.0,O00470,P001,1,order_items_S001_20260603.json,S001,299.0,S001_O00470_P001,ORPHAN_ORDER_ID,2026-06-03T17:43:09.474Z,2026-06-03T17:43:09.474Z
20260603,2026-06-03T17:38:59.027416,198.0,O00470,P009,2,order_items_S001_20260603.json,S001,99.0,S001_O00470_P009,ORPHAN_ORDER_ID,2026-06-03T17:43:09.474Z,2026-06-03T17:43:09.474Z
20260603,2026-06-03T17:38:59.027416,447.0,O00474,P005,3,order_items_S001_20260603.json,S001,149.0,S001_O00474_P005,ORPHAN_ORDER_ID,2026-06-03T17:43:09.474Z,2026-06-03T17:43:09.474Z
20260603,2026-06-03T17:38:59.027416,299.0,O00475,P001,1,order_items_S001_20260603.json,S001,299.0,S001_O00475_P001,ORPHAN_ORDER_ID,2026-06-03T17:43:09.474Z,2026-06-03T17:43:09.474Z
20260603,2026-06-03T17:38:59.027416,1347.0,O00475,P004,3,order_items_S001_20260603.json,S001,449.0,S001_O00475_P004,ORPHAN_ORDER_ID,2026-06-03T17:43:09.474Z,2026-06-03T17:43:09.474Z
20260603,2026-06-03T17:38:59.027416,60.0,O00475,P008,1,order_items_S001_20260603.json,S001,60.0,S001_O00475_P008,ORPHAN_ORDER_ID,2026-06-03T17:43:09.474Z,2026-06-03T17:43:09.474Z
20260603,2026-06-03T17:38:59.027416,120.0,O00479,P008,2,order_items_S001_20260603.json,S001,60.0,S001_O00479_P008,ORPHAN_ORDER_ID,2026-06-03T17:43:09.474Z,2026-06-03T17:43:09.474Z
20260603,2026-06-03T17:38:59.027416,267.0,O00479,P018,3,order_items_S001_20260603.json,S001,89.0,S001_O00479_P018,ORPHAN_ORDER_ID,2026-06-03T17:43:09.474Z,2026-06-03T17:43:09.474Z
20260603,2026-06-03T17:38:59.027416,299.0,O00486,P001,1,order_items_S001_20260603.json,S001,299.0,S001_O00486_P001,ORPHAN_ORDER_ID,2026-06-03T17:43:09.474Z,2026-06-03T17:43:09.474Z
20260603,2026-06-03T17:38:59.027416,120.0,O00486,P007,2,order_items_S001_20260603.json,S001,60.0,S001_O00486_P007,ORPHAN_ORDER_ID,2026-06-03T17:43:09.474Z,2026-06-03T17:43:09.474Z
20260603,2026-06-03T17:38:59.027416,49.0,O00486,P012,1,order_items_S001_20260603.json,S001,49.0,S001_O00486_P012,ORPHAN_ORDER_ID,2026-06-03T17:43:09.474Z,2026-06-03T17:43:09.474Z
20260603,2026-06-03T17:38:59.027416,798.0,O00495,P002,2,order_items_S001_20260603.json,S001,399.0,S001_O00495_P002,ORPHAN_ORDER_ID,2026-06-03T17:43:09.474Z,2026-06-03T17:43:09.474Z
20260603,2026-06-03T17:38:59.027416,180.0,O00495,P008,3,order_items_S001_20260603.json,S001,60.0,S001_O00495_P008,ORPHAN_ORDER_ID,2026-06-03T17:43:09.474Z,2026-06-03T17:43:09.474Z
20260603,2026-06-03T17:38:59.027416,449.0,O00516,P004,1,order_items_S001_20260603.json,S001,449.0,S001_O00516_P004,ORPHAN_ORDER_ID,2026-06-03T17:43:09.474Z,2026-06-03T17:43:09.474Z
20260603,2026-06-03T17:38:59.027416,249.0,O00516,P013,1,order_items_S001_20260603.json,S001,249.0,S001_O00516_P013,ORPHAN_ORDER_ID,2026-06-03T17:43:09.474Z,2026-06-03T17:43:09.474Z
20260603,2026-06-03T17:38:59.027416,179.0,O00516,P014,1,order_items_S001_20260603.json,S001,179.0,S001_O00516_P014,ORPHAN_ORDER_ID,2026-06-03T17:43:09.474Z,2026-06-03T17:43:09.474Z
20260603,2026-06-03T17:38:59.027416,120.0,O00530,P008,2,order_items_S001_20260603.json,S001,60.0,S001_O00530_P008,ORPHAN_ORDER_ID,2026-06-03T17:43:09.474Z,2026-06-03T17:43:09.474Z
20260603,2026-06-03T17:38:59.027416,49.0,O00530,P012,1,order_items_S001_20260603.json,S001,49.0,S001_O00530_P012,ORPHAN_ORDER_ID,2026-06-03T17:43:09.474Z,2026-06-03T17:43:09.474Z
20260603,2026-06-03T17:38:59.027416,898.0,O00538,P004,2,order_items_S001_20260603.json,S001,449.0,S001_O00538_P004,ORPHAN_ORDER_ID,2026-06-03T17:43:09.474Z,2026-06-03T17:43:09.474Z
20260603,2026-06-03T17:38:59.027416,1197.0,O00539,P002,3,order_items_S001_20260603.json,S001,399.0,S001_O00539_P002,ORPHAN_ORDER_ID,2026-06-03T17:43:09.474Z,2026-06-03T17:43:09.474Z
20260603,2026-06-03T17:38:59.027416,537.0,O00539,P014,3,order_items_S001_20260603.json,S001,179.0,S001_O00539_P014,ORPHAN_ORDER_ID,2026-06-03T17:43:09.474Z,2026-06-03T17:43:09.474Z
20260603,2026-06-03T17:38:59.027416,267.0,O00539,P018,3,order_items_S001_20260603.json,S001,89.0,S001_O00539_P018,ORPHAN_ORDER_ID,2026-06-03T17:43:09.474Z,2026-06-03T17:43:09.474Z
20260603,2026-06-03T17:38:59.027416,598.0,O00540,P001,2,order_items_S001_20260603.json,S001,299.0,S001_O00540_P001,ORPHAN_ORDER_ID,2026-06-03T17:43:09.474Z,2026-06-03T17:43:09.474Z
20260603,2026-06-03T17:38:59.027416,447.0,O00540,P005,3,order_items_S001_20260603.json,S001,149.0,S001_O00540_P005,ORPHAN_ORDER_ID,2026-06-03T17:43:09.474Z,2026-06-03T17:43:09.474Z
20260603,2026-06-03T17:38:59.027416,398.0,O00542,P006,2,order_items_S001_20260603.json,S001,199.0,S001_O00542_P006,ORPHAN_ORDER_ID,2026-06-03T17:43:09.474Z,2026-06-03T17:43:09.474Z
20260603,2026-06-03T17:38:59.027416,449.0,O00572,P004,1,order_items_S001_20260603.json,S001,449.0,S001_O00572_P004,ORPHAN_ORDER_ID,2026-06-03T17:43:09.474Z,2026-06-03T17:43:09.474Z
20260603,2026-06-03T17:38:59.027416,298.0,O00572,P005,2,order_items_S001_20260603.json,S001,149.0,S001_O00572_P005,ORPHAN_ORDER_ID,2026-06-03T17:43:09.474Z,2026-06-03T17:43:09.474Z
20260603,2026-06-03T17:38:59.027416,180.0,O00572,P007,3,order_items_S001_20260603.json,S001,60.0,S001_O00572_P007,ORPHAN_ORDER_ID,2026-06-03T17:43:09.474Z,2026-06-03T17:43:09.474Z
20260603,2026-06-03T17:38:59.027416,258.0,O00572,P010,2,order_items_S001_20260603.json,S001,129.0,S001_O00572_P010,ORPHAN_ORDER_ID,2026-06-03T17:43:09.474Z,2026-06-03T17:43:09.474Z
20260603,2026-06-03T17:38:59.027416,598.0,O00589,P001,2,order_items_S001_20260603.json,S001,299.0,S001_O00589_P001,ORPHAN_ORDER_ID,2026-06-03T17:43:09.474Z,2026-06-03T17:43:09.474Z
20260603,2026-06-03T17:38:59.027416,60.0,O00591,P007,1,order_items_S001_20260603.json,S001,60.0,S001_O00591_P007,ORPHAN_ORDER_ID,2026-06-03T17:43:09.474Z,2026-06-03T17:43:09.474Z
20260603,2026-06-03T17:38:59.027416,498.0,O00591,P013,2,order_items_S001_20260603.json,S001,249.0,S001_O00591_P013,ORPHAN_ORDER_ID,2026-06-03T17:43:09.474Z,2026-06-03T17:43:09.474Z
20260603,2026-06-03T17:38:59.027416,598.0,O00598,P001,2,order_items_S001_20260603.json,S001,299.0,S001_O00598_P001,ORPHAN_ORDER_ID,2026-06-03T17:43:09.474Z,2026-06-03T17:43:09.474Z
