order_item_sk,order_sk,order_id,store_id,customer_id,staff_id,product_id,order_date,order_hour,quantity,unit_price,line_amount,payment_mode,order_weekday,peak_hour_flag,weekend_flag,meal_period,date_key,hour_key
S004_O00001_P019,S001_O00001,O00001,S001,C0202,ST007,P019,2026-06-03,12,1,20.0,20.0,UPI,Wednesday,Off-Peak,Weekday,Lunch,20260603,12
S004_O00002_P003,S004_O00002,O00002,S004,C0137,ST010,P003,2026-06-03,13,3,499.0,1497.0,UPI,Wednesday,Off-Peak,Weekday,Lunch,20260603,13
S004_O00002_P003,S004_O00002,O00002,S004,C0137,ST010,P003,2026-06-03,13,3,499.0,1497.0,UPI,Wednesday,Off-Peak,Weekday,Lunch,20260603,13
S004_O00002_P003,S004_O00002,O00002,S004,C0137,ST010,P003,2026-06-03,13,3,499.0,1497.0,UPI,Wednesday,Off-Peak,Weekday,Lunch,20260603,13
S004_O00002_P003,S004_O00002,O00002,S004,C0137,ST010,P003,2026-06-03,13,3,499.0,1497.0,UPI,Wednesday,Off-Peak,Weekday,Lunch,20260603,13
S004_O00002_P003,S004_O00002,O00002,S004,C0137,ST010,P003,2026-06-03,13,3,499.0,1497.0,UPI,Wednesday,Off-Peak,Weekday,Lunch,20260603,13
S004_O00002_P003,S004_O00002,O00002,S004,C0137,ST010,P003,2026-06-03,13,3,499.0,1497.0,UPI,Wednesday,Off-Peak,Weekday,Lunch,20260603,13
S004_O00002_P007,S004_O00002,O00002,S004,C0137,ST010,P007,2026-06-03,13,1,60.0,60.0,UPI,Wednesday,Off-Peak,Weekday,Lunch,20260603,13
S004_O00002_P007,S004_O00002,O00002,S004,C0137,ST010,P007,2026-06-03,13,1,60.0,60.0,UPI,Wednesday,Off-Peak,Weekday,Lunch,20260603,13
S004_O00002_P007,S004_O00002,O00002,S004,C0137,ST010,P007,2026-06-03,13,1,60.0,60.0,UPI,Wednesday,Off-Peak,Weekday,Lunch,20260603,13
S004_O00002_P007,S004_O00002,O00002,S004,C0137,ST010,P007,2026-06-03,13,1,60.0,60.0,UPI,Wednesday,Off-Peak,Weekday,Lunch,20260603,13
S004_O00002_P007,S004_O00002,O00002,S004,C0137,ST010,P007,2026-06-03,13,1,60.0,60.0,UPI,Wednesday,Off-Peak,Weekday,Lunch,20260603,13
S004_O00002_P007,S004_O00002,O00002,S004,C0137,ST010,P007,2026-06-03,13,1,60.0,60.0,UPI,Wednesday,Off-Peak,Weekday,Lunch,20260603,13
S004_O00003_P013,S005_O00003,O00003,S005,C0320,ST010,P013,2026-06-03,17,3,249.0,747.0,UPI,Wednesday,Off-Peak,Weekday,Dinner,20260603,17
S004_O00003_P013,S005_O00003,O00003,S005,C0320,ST010,P013,2026-06-03,17,3,249.0,747.0,UPI,Wednesday,Off-Peak,Weekday,Dinner,20260603,17
S004_O00003_P013,S005_O00003,O00003,S005,C0320,ST010,P013,2026-06-03,17,3,249.0,747.0,UPI,Wednesday,Off-Peak,Weekday,Dinner,20260603,17
S004_O00003_P013,S005_O00003,O00003,S005,C0320,ST010,P013,2026-06-03,17,3,249.0,747.0,UPI,Wednesday,Off-Peak,Weekday,Dinner,20260603,17
S004_O00003_P013,S005_O00003,O00003,S005,C0320,ST010,P013,2026-06-03,17,3,249.0,747.0,UPI,Wednesday,Off-Peak,Weekday,Dinner,20260603,17
S004_O00003_P013,S005_O00003,O00003,S005,C0320,ST010,P013,2026-06-03,17,3,249.0,747.0,UPI,Wednesday,Off-Peak,Weekday,Dinner,20260603,17
S004_O00004_P001,S005_O00004,O00004,S005,C0505,ST004,P001,2026-06-03,12,3,299.0,897.0,UPI,Wednesday,Off-Peak,Weekday,Lunch,20260603,12
S004_O00004_P001,S005_O00004,O00004,S005,C0505,ST004,P001,2026-06-03,12,3,299.0,897.0,UPI,Wednesday,Off-Peak,Weekday,Lunch,20260603,12
S004_O00004_P001,S005_O00004,O00004,S005,C0505,ST004,P001,2026-06-03,12,3,299.0,897.0,UPI,Wednesday,Off-Peak,Weekday,Lunch,20260603,12
S004_O00004_P001,S005_O00004,O00004,S005,C0505,ST004,P001,2026-06-03,12,3,299.0,897.0,UPI,Wednesday,Off-Peak,Weekday,Lunch,20260603,12
S004_O00004_P001,S005_O00004,O00004,S005,C0505,ST004,P001,2026-06-03,12,3,299.0,897.0,UPI,Wednesday,Off-Peak,Weekday,Lunch,20260603,12
S004_O00004_P001,S005_O00004,O00004,S005,C0505,ST004,P001,2026-06-03,12,3,299.0,897.0,UPI,Wednesday,Off-Peak,Weekday,Lunch,20260603,12
S004_O00004_P001,S004_O00004,O00004,S004,C0328,ST012,P001,2026-06-03,17,3,299.0,897.0,Card,Wednesday,Off-Peak,Weekday,Dinner,20260603,17
S004_O00004_P001,S004_O00004,O00004,S004,C0328,ST012,P001,2026-06-03,17,3,299.0,897.0,Card,Wednesday,Off-Peak,Weekday,Dinner,20260603,17
S004_O00004_P001,S004_O00004,O00004,S004,C0328,ST012,P001,2026-06-03,17,3,299.0,897.0,Card,Wednesday,Off-Peak,Weekday,Dinner,20260603,17
S004_O00004_P001,S004_O00004,O00004,S004,C0328,ST012,P001,2026-06-03,17,3,299.0,897.0,Card,Wednesday,Off-Peak,Weekday,Dinner,20260603,17
S004_O00004_P001,S004_O00004,O00004,S004,C0328,ST012,P001,2026-06-03,17,3,299.0,897.0,Card,Wednesday,Off-Peak,Weekday,Dinner,20260603,17
S004_O00004_P001,S004_O00004,O00004,S004,C0328,ST012,P001,2026-06-03,17,3,299.0,897.0,Card,Wednesday,Off-Peak,Weekday,Dinner,20260603,17
S004_O00004_P016,S005_O00004,O00004,S005,C0505,ST004,P016,2026-06-03,12,2,299.0,598.0,UPI,Wednesday,Off-Peak,Weekday,Lunch,20260603,12
S004_O00004_P016,S005_O00004,O00004,S005,C0505,ST004,P016,2026-06-03,12,2,299.0,598.0,UPI,Wednesday,Off-Peak,Weekday,Lunch,20260603,12
S004_O00004_P016,S005_O00004,O00004,S005,C0505,ST004,P016,2026-06-03,12,2,299.0,598.0,UPI,Wednesday,Off-Peak,Weekday,Lunch,20260603,12
S004_O00004_P016,S005_O00004,O00004,S005,C0505,ST004,P016,2026-06-03,12,2,299.0,598.0,UPI,Wednesday,Off-Peak,Weekday,Lunch,20260603,12
S004_O00004_P016,S005_O00004,O00004,S005,C0505,ST004,P016,2026-06-03,12,2,299.0,598.0,UPI,Wednesday,Off-Peak,Weekday,Lunch,20260603,12
S004_O00004_P016,S005_O00004,O00004,S005,C0505,ST004,P016,2026-06-03,12,2,299.0,598.0,UPI,Wednesday,Off-Peak,Weekday,Lunch,20260603,12
S004_O00004_P016,S004_O00004,O00004,S004,C0328,ST012,P016,2026-06-03,17,2,299.0,598.0,Card,Wednesday,Off-Peak,Weekday,Dinner,20260603,17
S004_O00004_P016,S004_O00004,O00004,S004,C0328,ST012,P016,2026-06-03,17,2,299.0,598.0,Card,Wednesday,Off-Peak,Weekday,Dinner,20260603,17
S004_O00004_P016,S004_O00004,O00004,S004,C0328,ST012,P016,2026-06-03,17,2,299.0,598.0,Card,Wednesday,Off-Peak,Weekday,Dinner,20260603,17
S004_O00004_P016,S004_O00004,O00004,S004,C0328,ST012,P016,2026-06-03,17,2,299.0,598.0,Card,Wednesday,Off-Peak,Weekday,Dinner,20260603,17
S004_O00004_P016,S004_O00004,O00004,S004,C0328,ST012,P016,2026-06-03,17,2,299.0,598.0,Card,Wednesday,Off-Peak,Weekday,Dinner,20260603,17
S004_O00004_P016,S004_O00004,O00004,S004,C0328,ST012,P016,2026-06-03,17,2,299.0,598.0,Card,Wednesday,Off-Peak,Weekday,Dinner,20260603,17
S004_O00005_P003,S003_O00005,O00005,S003,C0324,ST005,P003,2026-06-03,14,2,499.0,998.0,Cash,Wednesday,Off-Peak,Weekday,Lunch,20260603,14
S004_O00005_P003,S003_O00005,O00005,S003,C0324,ST005,P003,2026-06-03,14,2,499.0,998.0,Cash,Wednesday,Off-Peak,Weekday,Lunch,20260603,14
S004_O00005_P003,S003_O00005,O00005,S003,C0324,ST005,P003,2026-06-03,14,2,499.0,998.0,Cash,Wednesday,Off-Peak,Weekday,Lunch,20260603,14
S004_O00005_P003,S003_O00005,O00005,S003,C0324,ST005,P003,2026-06-03,14,2,499.0,998.0,Cash,Wednesday,Off-Peak,Weekday,Lunch,20260603,14
S004_O00005_P003,S003_O00005,O00005,S003,C0324,ST005,P003,2026-06-03,14,2,499.0,998.0,Cash,Wednesday,Off-Peak,Weekday,Lunch,20260603,14
S004_O00005_P003,S003_O00005,O00005,S003,C0324,ST005,P003,2026-06-03,14,2,499.0,998.0,Cash,Wednesday,Off-Peak,Weekday,Lunch,20260603,14
S004_O00006_P002,S002_O00006,O00006,S002,C0414,ST011,P002,2026-06-03,17,3,399.0,1197.0,UPI,Wednesday,Off-Peak,Weekday,Dinner,20260603,17
S004_O00006_P002,S002_O00006,O00006,S002,C0414,ST011,P002,2026-06-03,17,3,399.0,1197.0,UPI,Wednesday,Off-Peak,Weekday,Dinner,20260603,17
S004_O00006_P002,S002_O00006,O00006,S002,C0414,ST011,P002,2026-06-03,17,3,399.0,1197.0,UPI,Wednesday,Off-Peak,Weekday,Dinner,20260603,17
S004_O00006_P002,S002_O00006,O00006,S002,C0414,ST011,P002,2026-06-03,17,3,399.0,1197.0,UPI,Wednesday,Off-Peak,Weekday,Dinner,20260603,17
S004_O00006_P002,S002_O00006,O00006,S002,C0414,ST011,P002,2026-06-03,17,3,399.0,1197.0,UPI,Wednesday,Off-Peak,Weekday,Dinner,20260603,17
S004_O00006_P002,S002_O00006,O00006,S002,C0414,ST011,P002,2026-06-03,17,3,399.0,1197.0,UPI,Wednesday,Off-Peak,Weekday,Dinner,20260603,17
S004_O00006_P002,S001_O00006,O00006,S001,C0309,ST007,P002,2026-06-03,11,3,399.0,1197.0,Cash,Wednesday,Off-Peak,Weekday,Breakfast,20260603,11
S004_O00006_P002,S001_O00006,O00006,S001,C0309,ST007,P002,2026-06-03,11,3,399.0,1197.0,Cash,Wednesday,Off-Peak,Weekday,Breakfast,20260603,11
S004_O00006_P002,S001_O00006,O00006,S001,C0309,ST007,P002,2026-06-03,11,3,399.0,1197.0,Cash,Wednesday,Off-Peak,Weekday,Breakfast,20260603,11
S004_O00006_P002,S001_O00006,O00006,S001,C0309,ST007,P002,2026-06-03,11,3,399.0,1197.0,Cash,Wednesday,Off-Peak,Weekday,Breakfast,20260603,11
S004_O00006_P002,S001_O00006,O00006,S001,C0309,ST007,P002,2026-06-03,11,3,399.0,1197.0,Cash,Wednesday,Off-Peak,Weekday,Breakfast,20260603,11
S004_O00006_P002,S001_O00006,O00006,S001,C0309,ST007,P002,2026-06-03,11,3,399.0,1197.0,Cash,Wednesday,Off-Peak,Weekday,Breakfast,20260603,11
S004_O00006_P006,S002_O00006,O00006,S002,C0414,ST011,P006,2026-06-03,17,2,199.0,398.0,UPI,Wednesday,Off-Peak,Weekday,Dinner,20260603,17
S004_O00006_P006,S002_O00006,O00006,S002,C0414,ST011,P006,2026-06-03,17,2,199.0,398.0,UPI,Wednesday,Off-Peak,Weekday,Dinner,20260603,17
S004_O00006_P006,S002_O00006,O00006,S002,C0414,ST011,P006,2026-06-03,17,2,199.0,398.0,UPI,Wednesday,Off-Peak,Weekday,Dinner,20260603,17
S004_O00006_P006,S002_O00006,O00006,S002,C0414,ST011,P006,2026-06-03,17,2,199.0,398.0,UPI,Wednesday,Off-Peak,Weekday,Dinner,20260603,17
S004_O00006_P006,S002_O00006,O00006,S002,C0414,ST011,P006,2026-06-03,17,2,199.0,398.0,UPI,Wednesday,Off-Peak,Weekday,Dinner,20260603,17
S004_O00006_P006,S002_O00006,O00006,S002,C0414,ST011,P006,2026-06-03,17,2,199.0,398.0,UPI,Wednesday,Off-Peak,Weekday,Dinner,20260603,17
S004_O00006_P006,S001_O00006,O00006,S001,C0309,ST007,P006,2026-06-03,11,2,199.0,398.0,Cash,Wednesday,Off-Peak,Weekday,Breakfast,20260603,11
S004_O00006_P006,S001_O00006,O00006,S001,C0309,ST007,P006,2026-06-03,11,2,199.0,398.0,Cash,Wednesday,Off-Peak,Weekday,Breakfast,20260603,11
S004_O00006_P006,S001_O00006,O00006,S001,C0309,ST007,P006,2026-06-03,11,2,199.0,398.0,Cash,Wednesday,Off-Peak,Weekday,Breakfast,20260603,11
S004_O00006_P006,S001_O00006,O00006,S001,C0309,ST007,P006,2026-06-03,11,2,199.0,398.0,Cash,Wednesday,Off-Peak,Weekday,Breakfast,20260603,11
S004_O00006_P006,S001_O00006,O00006,S001,C0309,ST007,P006,2026-06-03,11,2,199.0,398.0,Cash,Wednesday,Off-Peak,Weekday,Breakfast,20260603,11
S004_O00006_P006,S001_O00006,O00006,S001,C0309,ST007,P006,2026-06-03,11,2,199.0,398.0,Cash,Wednesday,Off-Peak,Weekday,Breakfast,20260603,11
S004_O00006_P007,S002_O00006,O00006,S002,C0414,ST011,P007,2026-06-03,17,1,60.0,60.0,UPI,Wednesday,Off-Peak,Weekday,Dinner,20260603,17
S004_O00006_P007,S002_O00006,O00006,S002,C0414,ST011,P007,2026-06-03,17,1,60.0,60.0,UPI,Wednesday,Off-Peak,Weekday,Dinner,20260603,17
S004_O00006_P007,S002_O00006,O00006,S002,C0414,ST011,P007,2026-06-03,17,1,60.0,60.0,UPI,Wednesday,Off-Peak,Weekday,Dinner,20260603,17
S004_O00006_P007,S002_O00006,O00006,S002,C0414,ST011,P007,2026-06-03,17,1,60.0,60.0,UPI,Wednesday,Off-Peak,Weekday,Dinner,20260603,17
S004_O00006_P007,S002_O00006,O00006,S002,C0414,ST011,P007,2026-06-03,17,1,60.0,60.0,UPI,Wednesday,Off-Peak,Weekday,Dinner,20260603,17
S004_O00006_P007,S002_O00006,O00006,S002,C0414,ST011,P007,2026-06-03,17,1,60.0,60.0,UPI,Wednesday,Off-Peak,Weekday,Dinner,20260603,17
S004_O00006_P007,S001_O00006,O00006,S001,C0309,ST007,P007,2026-06-03,11,1,60.0,60.0,Cash,Wednesday,Off-Peak,Weekday,Breakfast,20260603,11
S004_O00006_P007,S001_O00006,O00006,S001,C0309,ST007,P007,2026-06-03,11,1,60.0,60.0,Cash,Wednesday,Off-Peak,Weekday,Breakfast,20260603,11
S004_O00006_P007,S001_O00006,O00006,S001,C0309,ST007,P007,2026-06-03,11,1,60.0,60.0,Cash,Wednesday,Off-Peak,Weekday,Breakfast,20260603,11
S004_O00006_P007,S001_O00006,O00006,S001,C0309,ST007,P007,2026-06-03,11,1,60.0,60.0,Cash,Wednesday,Off-Peak,Weekday,Breakfast,20260603,11
S004_O00006_P007,S001_O00006,O00006,S001,C0309,ST007,P007,2026-06-03,11,1,60.0,60.0,Cash,Wednesday,Off-Peak,Weekday,Breakfast,20260603,11
S004_O00006_P007,S001_O00006,O00006,S001,C0309,ST007,P007,2026-06-03,11,1,60.0,60.0,Cash,Wednesday,Off-Peak,Weekday,Breakfast,20260603,11
S004_O00006_P013,S002_O00006,O00006,S002,C0414,ST011,P013,2026-06-03,17,3,249.0,747.0,UPI,Wednesday,Off-Peak,Weekday,Dinner,20260603,17
S004_O00006_P013,S002_O00006,O00006,S002,C0414,ST011,P013,2026-06-03,17,3,249.0,747.0,UPI,Wednesday,Off-Peak,Weekday,Dinner,20260603,17
S004_O00006_P013,S002_O00006,O00006,S002,C0414,ST011,P013,2026-06-03,17,3,249.0,747.0,UPI,Wednesday,Off-Peak,Weekday,Dinner,20260603,17
S004_O00006_P013,S002_O00006,O00006,S002,C0414,ST011,P013,2026-06-03,17,3,249.0,747.0,UPI,Wednesday,Off-Peak,Weekday,Dinner,20260603,17
S004_O00006_P013,S002_O00006,O00006,S002,C0414,ST011,P013,2026-06-03,17,3,249.0,747.0,UPI,Wednesday,Off-Peak,Weekday,Dinner,20260603,17
S004_O00006_P013,S002_O00006,O00006,S002,C0414,ST011,P013,2026-06-03,17,3,249.0,747.0,UPI,Wednesday,Off-Peak,Weekday,Dinner,20260603,17
S004_O00006_P013,S001_O00006,O00006,S001,C0309,ST007,P013,2026-06-03,11,3,249.0,747.0,Cash,Wednesday,Off-Peak,Weekday,Breakfast,20260603,11
S004_O00006_P013,S001_O00006,O00006,S001,C0309,ST007,P013,2026-06-03,11,3,249.0,747.0,Cash,Wednesday,Off-Peak,Weekday,Breakfast,20260603,11
S004_O00006_P013,S001_O00006,O00006,S001,C0309,ST007,P013,2026-06-03,11,3,249.0,747.0,Cash,Wednesday,Off-Peak,Weekday,Breakfast,20260603,11
S004_O00006_P013,S001_O00006,O00006,S001,C0309,ST007,P013,2026-06-03,11,3,249.0,747.0,Cash,Wednesday,Off-Peak,Weekday,Breakfast,20260603,11
S004_O00006_P013,S001_O00006,O00006,S001,C0309,ST007,P013,2026-06-03,11,3,249.0,747.0,Cash,Wednesday,Off-Peak,Weekday,Breakfast,20260603,11
S004_O00006_P013,S001_O00006,O00006,S001,C0309,ST007,P013,2026-06-03,11,3,249.0,747.0,Cash,Wednesday,Off-Peak,Weekday,Breakfast,20260603,11
S004_O00007_P002,S002_O00007,O00007,S002,C0256,ST012,P002,2026-06-03,13,3,399.0,1197.0,UPI,Wednesday,Off-Peak,Weekday,Lunch,20260603,13
S004_O00007_P002,S002_O00007,O00007,S002,C0256,ST012,P002,2026-06-03,13,3,399.0,1197.0,UPI,Wednesday,Off-Peak,Weekday,Lunch,20260603,13
S004_O00007_P002,S002_O00007,O00007,S002,C0256,ST012,P002,2026-06-03,13,3,399.0,1197.0,UPI,Wednesday,Off-Peak,Weekday,Lunch,20260603,13
S004_O00007_P002,S002_O00007,O00007,S002,C0256,ST012,P002,2026-06-03,13,3,399.0,1197.0,UPI,Wednesday,Off-Peak,Weekday,Lunch,20260603,13
S004_O00007_P002,S002_O00007,O00007,S002,C0256,ST012,P002,2026-06-03,13,3,399.0,1197.0,UPI,Wednesday,Off-Peak,Weekday,Lunch,20260603,13
S004_O00007_P002,S002_O00007,O00007,S002,C0256,ST012,P002,2026-06-03,13,3,399.0,1197.0,UPI,Wednesday,Off-Peak,Weekday,Lunch,20260603,13
S004_O00007_P002,S005_O00007,O00007,S005,C0628,ST007,P002,2026-06-03,11,3,399.0,1197.0,Cash,Wednesday,Off-Peak,Weekday,Breakfast,20260603,11
S004_O00007_P002,S005_O00007,O00007,S005,C0628,ST007,P002,2026-06-03,11,3,399.0,1197.0,Cash,Wednesday,Off-Peak,Weekday,Breakfast,20260603,11
S004_O00007_P002,S005_O00007,O00007,S005,C0628,ST007,P002,2026-06-03,11,3,399.0,1197.0,Cash,Wednesday,Off-Peak,Weekday,Breakfast,20260603,11
S004_O00007_P002,S005_O00007,O00007,S005,C0628,ST007,P002,2026-06-03,11,3,399.0,1197.0,Cash,Wednesday,Off-Peak,Weekday,Breakfast,20260603,11
S004_O00007_P002,S005_O00007,O00007,S005,C0628,ST007,P002,2026-06-03,11,3,399.0,1197.0,Cash,Wednesday,Off-Peak,Weekday,Breakfast,20260603,11
S004_O00007_P002,S005_O00007,O00007,S005,C0628,ST007,P002,2026-06-03,11,3,399.0,1197.0,Cash,Wednesday,Off-Peak,Weekday,Breakfast,20260603,11
S004_O00007_P002,S006_O00007,O00007,S006,C0189,ST009,P002,2026-06-03,11,3,399.0,1197.0,Cash,Wednesday,Off-Peak,Weekday,Breakfast,20260603,11
S004_O00007_P002,S006_O00007,O00007,S006,C0189,ST009,P002,2026-06-03,11,3,399.0,1197.0,Cash,Wednesday,Off-Peak,Weekday,Breakfast,20260603,11
S004_O00007_P002,S006_O00007,O00007,S006,C0189,ST009,P002,2026-06-03,11,3,399.0,1197.0,Cash,Wednesday,Off-Peak,Weekday,Breakfast,20260603,11
S004_O00007_P002,S006_O00007,O00007,S006,C0189,ST009,P002,2026-06-03,11,3,399.0,1197.0,Cash,Wednesday,Off-Peak,Weekday,Breakfast,20260603,11
S004_O00007_P002,S006_O00007,O00007,S006,C0189,ST009,P002,2026-06-03,11,3,399.0,1197.0,Cash,Wednesday,Off-Peak,Weekday,Breakfast,20260603,11
S004_O00007_P002,S006_O00007,O00007,S006,C0189,ST009,P002,2026-06-03,11,3,399.0,1197.0,Cash,Wednesday,Off-Peak,Weekday,Breakfast,20260603,11
S004_O00007_P007,S002_O00007,O00007,S002,C0256,ST012,P007,2026-06-03,13,2,60.0,120.0,UPI,Wednesday,Off-Peak,Weekday,Lunch,20260603,13
S004_O00007_P007,S002_O00007,O00007,S002,C0256,ST012,P007,2026-06-03,13,2,60.0,120.0,UPI,Wednesday,Off-Peak,Weekday,Lunch,20260603,13
S004_O00007_P007,S002_O00007,O00007,S002,C0256,ST012,P007,2026-06-03,13,2,60.0,120.0,UPI,Wednesday,Off-Peak,Weekday,Lunch,20260603,13
S004_O00007_P007,S002_O00007,O00007,S002,C0256,ST012,P007,2026-06-03,13,2,60.0,120.0,UPI,Wednesday,Off-Peak,Weekday,Lunch,20260603,13
S004_O00007_P007,S002_O00007,O00007,S002,C0256,ST012,P007,2026-06-03,13,2,60.0,120.0,UPI,Wednesday,Off-Peak,Weekday,Lunch,20260603,13
S004_O00007_P007,S002_O00007,O00007,S002,C0256,ST012,P007,2026-06-03,13,2,60.0,120.0,UPI,Wednesday,Off-Peak,Weekday,Lunch,20260603,13
S004_O00007_P007,S005_O00007,O00007,S005,C0628,ST007,P007,2026-06-03,11,2,60.0,120.0,Cash,Wednesday,Off-Peak,Weekday,Breakfast,20260603,11
S004_O00007_P007,S005_O00007,O00007,S005,C0628,ST007,P007,2026-06-03,11,2,60.0,120.0,Cash,Wednesday,Off-Peak,Weekday,Breakfast,20260603,11
S004_O00007_P007,S005_O00007,O00007,S005,C0628,ST007,P007,2026-06-03,11,2,60.0,120.0,Cash,Wednesday,Off-Peak,Weekday,Breakfast,20260603,11
S004_O00007_P007,S005_O00007,O00007,S005,C0628,ST007,P007,2026-06-03,11,2,60.0,120.0,Cash,Wednesday,Off-Peak,Weekday,Breakfast,20260603,11
S004_O00007_P007,S005_O00007,O00007,S005,C0628,ST007,P007,2026-06-03,11,2,60.0,120.0,Cash,Wednesday,Off-Peak,Weekday,Breakfast,20260603,11
S004_O00007_P007,S005_O00007,O00007,S005,C0628,ST007,P007,2026-06-03,11,2,60.0,120.0,Cash,Wednesday,Off-Peak,Weekday,Breakfast,20260603,11
S004_O00007_P007,S006_O00007,O00007,S006,C0189,ST009,P007,2026-06-03,11,2,60.0,120.0,Cash,Wednesday,Off-Peak,Weekday,Breakfast,20260603,11
S004_O00007_P007,S006_O00007,O00007,S006,C0189,ST009,P007,2026-06-03,11,2,60.0,120.0,Cash,Wednesday,Off-Peak,Weekday,Breakfast,20260603,11
S004_O00007_P007,S006_O00007,O00007,S006,C0189,ST009,P007,2026-06-03,11,2,60.0,120.0,Cash,Wednesday,Off-Peak,Weekday,Breakfast,20260603,11
S004_O00007_P007,S006_O00007,O00007,S006,C0189,ST009,P007,2026-06-03,11,2,60.0,120.0,Cash,Wednesday,Off-Peak,Weekday,Breakfast,20260603,11
S004_O00007_P007,S006_O00007,O00007,S006,C0189,ST009,P007,2026-06-03,11,2,60.0,120.0,Cash,Wednesday,Off-Peak,Weekday,Breakfast,20260603,11
S004_O00007_P007,S006_O00007,O00007,S006,C0189,ST009,P007,2026-06-03,11,2,60.0,120.0,Cash,Wednesday,Off-Peak,Weekday,Breakfast,20260603,11
S004_O00007_P008,S002_O00007,O00007,S002,C0256,ST012,P008,2026-06-03,13,3,60.0,180.0,UPI,Wednesday,Off-Peak,Weekday,Lunch,20260603,13
S004_O00007_P008,S002_O00007,O00007,S002,C0256,ST012,P008,2026-06-03,13,3,60.0,180.0,UPI,Wednesday,Off-Peak,Weekday,Lunch,20260603,13
S004_O00007_P008,S002_O00007,O00007,S002,C0256,ST012,P008,2026-06-03,13,3,60.0,180.0,UPI,Wednesday,Off-Peak,Weekday,Lunch,20260603,13
S004_O00007_P008,S002_O00007,O00007,S002,C0256,ST012,P008,2026-06-03,13,3,60.0,180.0,UPI,Wednesday,Off-Peak,Weekday,Lunch,20260603,13
S004_O00007_P008,S002_O00007,O00007,S002,C0256,ST012,P008,2026-06-03,13,3,60.0,180.0,UPI,Wednesday,Off-Peak,Weekday,Lunch,20260603,13
S004_O00007_P008,S002_O00007,O00007,S002,C0256,ST012,P008,2026-06-03,13,3,60.0,180.0,UPI,Wednesday,Off-Peak,Weekday,Lunch,20260603,13
S004_O00007_P008,S005_O00007,O00007,S005,C0628,ST007,P008,2026-06-03,11,3,60.0,180.0,Cash,Wednesday,Off-Peak,Weekday,Breakfast,20260603,11
S004_O00007_P008,S005_O00007,O00007,S005,C0628,ST007,P008,2026-06-03,11,3,60.0,180.0,Cash,Wednesday,Off-Peak,Weekday,Breakfast,20260603,11
S004_O00007_P008,S005_O00007,O00007,S005,C0628,ST007,P008,2026-06-03,11,3,60.0,180.0,Cash,Wednesday,Off-Peak,Weekday,Breakfast,20260603,11
S004_O00007_P008,S005_O00007,O00007,S005,C0628,ST007,P008,2026-06-03,11,3,60.0,180.0,Cash,Wednesday,Off-Peak,Weekday,Breakfast,20260603,11
S004_O00007_P008,S005_O00007,O00007,S005,C0628,ST007,P008,2026-06-03,11,3,60.0,180.0,Cash,Wednesday,Off-Peak,Weekday,Breakfast,20260603,11
S004_O00007_P008,S005_O00007,O00007,S005,C0628,ST007,P008,2026-06-03,11,3,60.0,180.0,Cash,Wednesday,Off-Peak,Weekday,Breakfast,20260603,11
S004_O00007_P008,S006_O00007,O00007,S006,C0189,ST009,P008,2026-06-03,11,3,60.0,180.0,Cash,Wednesday,Off-Peak,Weekday,Breakfast,20260603,11
